Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island,Special Status,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
10/13/2020,Riau,162,4,113,45,10345,230,6421,3694,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,26.67,1703.13,0.66,37.87,0.0222,0.6207,0.79,2
10/13/2020,Sulawesi Barat,23,1,7,15,917,12,660,245,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,14.74,587.83,0.64,7.69,0.0131,0.7197,,
10/13/2020,Sulawesi Selatan,136,4,222,-90,16833,438,14228,2167,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,14.43,1785.64,0.42,46.46,0.026,0.8452,1.53,2
10/13/2020,Sulawesi Tengah,17,1,27,-11,586,25,406,155,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,5.75,198.27,0.34,8.46,0.0427,0.6928,17,0.33
10/13/2020,Sulawesi Tenggara,108,0,18,90,3735,66,2391,1278,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,40.98,1417.21,0,25.04,0.0177,0.6402,1.83,1
10/13/2020,Sulawesi Utara,8,0,20,-12,4811,181,4022,608,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,3.03,1821.05,0,68.51,0.0376,0.836,1.33,0
10/13/2020,Sumatera Barat,173,3,91,79,9052,184,5110,3758,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,31.34,1640.08,0.54,33.34,0.0203,0.5645,0.98,
10/13/2020,Sumatera Selatan,66,3,17,46,6887,378,5198,1311,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,8.03,838.08,0.37,46,0.0549,0.7548,1.47,0.75
10/13/2020,Sumatera Utara,89,7,134,-52,11508,480,9010,2018,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.98,773.65,0.47,32.27,0.0417,0.7829,1.02,1.4
10/14/2020,Aceh,65,3,58,4,5960,227,3866,1867,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,12.39,1135.83,0.57,43.26,0.0381,0.6487,1.27,3
10/14/2020,Bali,109,2,14,93,10408,100,1933,8375,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,25.85,2468.59,0.47,23.72,0.0096,0.1857,1.43,1
10/14/2020,Banten,94,2,72,20,7215,232,6618,365,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,8.77,672.89,0.19,21.64,0.0322,0.9173,1.19,0.67
10/14/2020,Bengkulu,18,0,14,4,825,39,685,101,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,9,412.6,0,19.5,0.0473,0.8303,6,1
10/14/2020,DKI Jakarta,1038,17,1203,-182,90266,1962,75068,13236,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,95.7,8322.4,1.57,180.89,0.0217,0.8316,0.98,0.89
10/14/2020,Daerah Istimewa Yogyakarta,26,2,20,4,3171,83,2414,674,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,7.16,873.31,0.55,22.86,0.0262,0.7613,0.68,2
10/14/2020,Gorontalo,10,0,16,-6,2959,77,2712,170,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,8.47,2506.24,0,65.22,0.026,0.9165,,1
10/14/2020,Indonesia,4127,129,4555,-557,344749,12156,267851,64742,,,,98,7230,8488,74953,1916907,265185520,138.34,15.56,1300.03,0.49,45.84,0.0353,0.7769,1.06,1.4
10/14/2020,Jambi,30,0,0,30,893,19,318,556,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,8.59,255.63,0,5.44,0.0213,0.3561,0.79,1
10/14/2020,Jawa Barat,467,14,609,-156,30392,651,19978,9763,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,10.34,672.97,0.31,14.41,0.0214,0.6573,0.77,4.67
10/14/2020,Jawa Tengah,286,11,885,-610,30417,1856,22544,6017,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,7.86,836.46,0.3,51.04,0.061,0.7412,0.63,1.1
10/14/2020,Jawa Timur,300,21,346,-67,47950,3877,42895,1178,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,7.41,1184.56,0.52,95.78,0.0809,0.8946,0.91,0.95
10/14/2020,Kalimantan Barat,17,0,55,-38,1328,9,1082,237,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,3.13,244.89,0,1.66,0.0068,0.8148,1.21,1
10/14/2020,Kalimantan Selatan,55,3,54,-2,11188,445,9816,927,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,13.67,2780.98,0.75,110.61,0.0398,0.8774,0.71,3
10/14/2020,Kalimantan Tengah,9,2,31,-24,3987,143,3335,509,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,3.5,1551.19,0.78,55.64,0.0359,0.8365,0.82,2
10/14/2020,Kalimantan Timur,210,5,273,-68,11046,427,7937,2682,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,59.12,3109.63,1.41,120.21,0.0387,0.7185,1.94,1.67
10/14/2020,Kalimantan Utara,11,0,10,1,673,5,584,84,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,16.96,1037.93,0,7.71,0.0074,0.8678,0.85,1
10/14/2020,Kepulauan Bangka Belitung,5,0,26,-21,481,6,403,72,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,3.62,348.61,0,4.35,0.0125,0.8378,5,1
10/14/2020,Kepulauan Riau,20,6,1,13,2661,67,2094,500,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,10.37,1379.19,3.11,34.73,0.0252,0.7869,0.91,
10/14/2020,Lampung,42,5,17,20,1204,47,787,370,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,4.62,132.37,0.55,5.17,0.039,0.6537,2.8,
10/14/2020,Maluku,2,0,22,-20,3456,42,2291,1123,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,1.08,1871.04,0,22.74,0.0122,0.6629,0.33,1
10/14/2020,Maluku Utara,4,0,4,0,2114,74,1894,146,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,3.06,1616.45,0,56.58,0.035,0.8959,0.8,1
10/14/2020,Nusa Tenggara Barat,26,2,51,-27,3588,208,2935,445,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,4.93,680.8,0.38,39.47,0.058,0.818,3.25,
10/14/2020,Nusa Tenggara Timur,2,0,7,-5,574,7,370,197,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,0.37,106.07,0,1.29,0.0122,0.6446,0.29,1
10/14/2020,Papua,224,1,46,177,7988,114,4378,3496,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,51.61,1840.41,0.23,26.27,0.0143,0.5481,1.58,1
10/14/2020,Papua Barat,0,0,0,0,3081,42,2329,710,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,0,2700.97,0,36.82,0.0136,0.7559,0,0
10/14/2020,Riau,295,12,117,166,10640,242,6538,3860,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,48.57,1751.7,1.98,39.84,0.0227,0.6145,1.82,3
10/14/2020,Sulawesi Barat,15,0,26,-11,932,12,686,234,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,9.62,597.44,0,7.69,0.0129,0.7361,0.65,0
10/14/2020,Sulawesi Selatan,136,2,86,48,16969,440,14314,2215,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,14.43,1800.06,0.21,46.68,0.0259,0.8435,1,0.5
10/14/2020,Sulawesi Tengah,10,0,4,6,596,25,410,161,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,3.38,201.65,0,8.46,0.0419,0.6879,0.59,0
10/14/2020,Sulawesi Tenggara,65,1,46,18,3800,67,2437,1296,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,24.66,1441.87,0.38,25.42,0.0176,0.6413,0.6,
10/14/2020,Sulawesi Utara,44,1,22,21,4855,182,4044,629,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,16.65,1837.7,0.38,68.89,0.0375,0.833,5.5,
10/14/2020,Sumatera Barat,351,1,125,225,9403,185,5235,3983,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,63.6,1703.68,0.18,33.52,0.0197,0.5567,2.03,0.33
10/14/2020,Sumatera Selatan,60,6,57,-3,6947,384,5255,1308,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,7.3,845.39,0.73,46.73,0.0553,0.7564,0.91,2
10/14/2020,Sumatera Utara,88,5,161,-78,11596,485,9171,1940,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.92,779.57,0.34,32.61,0.0418,0.7909,0.99,0.71
10/15/2020,Aceh,117,2,148,-33,6077,229,4014,1834,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,22.3,1158.13,0.38,43.64,0.0377,0.6605,1.8,0.67
10/15/2020,Bali,100,0,31,69,10508,100,1964,8444,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,23.72,2492.31,0,23.72,0.0095,0.1869,0.92,0
10/15/2020,Banten,111,3,99,9,7326,235,6717,374,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,10.35,683.24,0.28,21.92,0.0321,0.9169,1.18,1.5
10/15/2020,Bengkulu,7,0,0,7,832,39,685,108,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,3.5,416.1,0,19.5,0.0469,0.8233,0.39,1
10/15/2020,DKI Jakarta,1072,20,1050,2,91338,1982,76118,13238,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,98.84,8421.24,1.84,182.74,0.0217,0.8334,1.03,1.18
10/15/2020,Daerah Istimewa Yogyakarta,45,2,55,-12,3216,85,2469,662,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,12.39,885.7,0.55,23.41,0.0264,0.7677,1.73,1
10/15/2020,Gorontalo,1,1,48,-48,2960,78,2760,122,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0.85,2507.09,0.85,66.07,0.0264,0.9324,0.1,
10/15/2020,Indonesia,4411,112,5810,-1511,349160,12268,273661,63231,,,,98,7230,8488,74953,1916907,265185520,138.34,16.63,1316.66,0.42,46.26,0.0351,0.7838,1.07,0.87
10/15/2020,Jambi,23,0,3,20,916,19,321,576,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,6.58,262.21,0,5.44,0.0207,0.3504,0.77,1
10/15/2020,Jawa Barat,597,10,385,202,30989,661,20363,9965,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,13.22,686.18,0.22,14.64,0.0213,0.6571,1.28,0.71
10/15/2020,Jawa Tengah,470,26,2173,-1729,30887,1882,24717,4288,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,12.92,849.38,0.71,51.75,0.0609,0.8002,1.64,2.36
10/15/2020,Jawa Timur,294,20,372,-98,48244,3897,43267,1080,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,7.26,1191.83,0.49,96.27,0.0808,0.8968,0.98,0.95
10/15/2020,Kalimantan Barat,29,0,57,-28,1357,9,1139,209,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,5.35,250.24,0,1.66,0.0066,0.8394,1.71,1
10/15/2020,Kalimantan Selatan,76,1,59,16,11264,446,9875,943,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,18.89,2799.87,0.25,110.86,0.0396,0.8767,1.38,0.33
10/15/2020,Kalimantan Tengah,27,0,33,-6,4014,143,3368,503,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,10.5,1561.69,0,55.64,0.0356,0.8391,3,0
10/15/2020,Kalimantan Timur,164,7,136,21,11210,434,8073,2703,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,46.17,3155.8,1.97,122.18,0.0387,0.7202,0.78,1.4
10/15/2020,Kalimantan Utara,0,0,4,-4,673,5,588,80,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,0,1037.93,0,7.71,0.0074,0.8737,0,1
10/15/2020,Kepulauan Bangka Belitung,4,0,10,-6,485,6,413,66,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,2.9,351.51,0,4.35,0.0124,0.8515,0.8,1
10/15/2020,Kepulauan Riau,38,1,67,-30,2699,68,2161,470,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,19.7,1398.88,0.52,35.24,0.0252,0.8007,1.9,0.17
10/15/2020,Lampung,17,1,0,16,1221,48,787,386,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,1.87,134.24,0.11,5.28,0.0393,0.6446,0.4,0.2
10/15/2020,Maluku,15,0,180,-165,3471,42,2471,958,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,8.12,1879.16,0,22.74,0.0121,0.7119,7.5,1
10/15/2020,Maluku Utara,1,0,0,1,2115,74,1894,147,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,0.76,1617.22,0,56.58,0.035,0.8955,0.25,1
10/15/2020,Nusa Tenggara Barat,25,0,15,10,3613,208,2950,455,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,4.74,685.55,0,39.47,0.0576,0.8165,0.96,0
10/15/2020,Nusa Tenggara Timur,1,0,0,1,575,7,370,198,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,0.18,106.26,0,1.29,0.0122,0.6435,0.5,1
10/15/2020,Papua,111,1,58,52,8099,115,4436,3548,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,25.57,1865.98,0.23,26.5,0.0142,0.5477,0.5,1
10/15/2020,Papua Barat,154,3,64,87,3235,45,2393,797,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,135,2835.98,2.63,39.45,0.0139,0.7397,,
10/15/2020,Riau,183,6,119,58,10823,248,6657,3918,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,30.13,1781.83,0.99,40.83,0.0229,0.6151,0.62,0.5
10/15/2020,Sulawesi Barat,7,0,7,0,939,12,693,234,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,4.49,601.93,0,7.69,0.0128,0.738,0.47,1
10/15/2020,Sulawesi Selatan,114,0,118,-4,17083,440,14432,2211,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,12.09,1812.16,0,46.68,0.0258,0.8448,0.84,0
10/15/2020,Sulawesi Tengah,21,0,3,18,617,25,413,179,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,7.11,208.76,0,8.46,0.0405,0.6694,2.1,1
10/15/2020,Sulawesi Tenggara,102,2,33,67,3902,69,2470,1363,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,38.7,1480.58,0.76,26.18,0.0177,0.633,1.57,2
10/15/2020,Sulawesi Utara,12,1,30,-19,4867,183,4074,610,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,4.54,1842.25,0.38,69.27,0.0376,0.8371,0.27,1
10/15/2020,Sumatera Barat,346,4,131,211,9749,189,5366,4194,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,62.69,1766.36,0.72,34.24,0.0194,0.5504,0.99,4
10/15/2020,Sumatera Selatan,58,3,26,29,7005,387,5281,1337,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,7.06,852.44,0.37,47.09,0.0552,0.7539,0.97,0.5
10/15/2020,Sumatera Utara,90,4,110,-24,11686,489,9281,1916,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,6.05,785.62,0.27,32.87,0.0418,0.7942,1.02,0.8
10/16/2020,Aceh,177,6,130,41,6254,235,4144,1875,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,33.73,1191.86,1.14,44.79,0.0376,0.6626,1.51,3
10/16/2020,Bali,92,0,42,50,10600,100,2006,8494,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,21.82,2514.13,0,23.72,0.0094,0.1892,0.92,1
10/16/2020,Banten,114,2,75,37,7440,237,6792,411,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,10.63,693.88,0.19,22.1,0.0319,0.9129,1.03,0.67
10/16/2020,Bengkulu,7,1,15,-9,839,40,700,99,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,3.5,419.6,0.5,20,0.0477,0.8343,1,
10/16/2020,DKI Jakarta,1045,24,982,39,92383,2006,77100,13277,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,96.35,8517.59,2.21,184.95,0.0217,0.8346,0.97,1.2
10/16/2020,Daerah Istimewa Yogyakarta,45,0,32,13,3261,85,2501,675,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,12.39,898.1,0,23.41,0.0261,0.7669,1,0
10/16/2020,Gorontalo,4,0,0,4,2964,78,2760,126,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,3.39,2510.48,0,66.07,0.0263,0.9312,4,0
10/16/2020,Indonesia,4301,79,3883,339,353461,12347,277544,63570,,,,98,7230,8488,74953,1916907,265185520,138.34,16.22,1332.88,0.3,46.56,0.0349,0.7852,0.98,0.71
10/16/2020,Jambi,26,0,20,6,942,19,341,582,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,7.44,269.65,0,5.44,0.0202,0.362,1.13,1
10/16/2020,Jawa Barat,507,1,455,51,31496,662,20818,10016,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,11.23,697.41,0.02,14.66,0.021,0.661,0.85,0.1
10/16/2020,Jawa Tengah,445,9,391,45,31332,1891,25108,4333,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,12.24,861.62,0.25,52,0.0604,0.8014,0.95,0.35
10/16/2020,Jawa Timur,286,21,402,-137,48530,3918,43669,943,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,7.07,1198.89,0.52,96.79,0.0807,0.8998,0.97,1.05
10/16/2020,Kalimantan Barat,25,0,52,-27,1382,9,1191,182,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,4.61,254.85,0,1.66,0.0065,0.8618,0.86,1
10/16/2020,Kalimantan Selatan,68,2,43,23,11332,448,9918,966,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,16.9,2816.77,0.5,111.36,0.0395,0.8752,0.89,2
10/16/2020,Kalimantan Tengah,31,1,39,-9,4045,144,3407,494,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,12.06,1573.75,0.39,56.02,0.0356,0.8423,1.15,
10/16/2020,Kalimantan Timur,94,3,209,-118,11304,437,8282,2585,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,26.46,3182.26,0.84,123.02,0.0387,0.7327,0.57,0.43
10/16/2020,Kalimantan Utara,14,0,5,9,687,5,593,89,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,21.59,1059.52,0,7.71,0.0073,0.8632,,1
10/16/2020,Kepulauan Bangka Belitung,4,0,6,-2,489,6,419,64,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,2.9,354.41,0,4.35,0.0123,0.8569,1,1
10/16/2020,Kepulauan Riau,69,0,70,-1,2768,68,2231,469,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,35.76,1434.64,0,35.24,0.0246,0.806,1.82,0
10/16/2020,Lampung,29,0,63,-34,1250,48,850,352,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,3.19,137.43,0,5.28,0.0384,0.68,1.71,0
10/16/2020,Maluku,8,0,72,-64,3479,42,2543,894,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,4.33,1883.5,0,22.74,0.0121,0.731,0.53,1
10/16/2020,Maluku Utara,5,0,14,-9,2120,74,1908,138,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,3.82,1621.04,0,56.58,0.0349,0.9,5,1
10/16/2020,Nusa Tenggara Barat,33,0,19,14,3646,208,2969,469,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,6.26,691.81,0,39.47,0.057,0.8143,1.32,1
10/16/2020,Nusa Tenggara Timur,7,0,31,-24,582,7,401,174,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,1.29,107.55,0,1.29,0.012,0.689,7,1
10/16/2020,Papua,0,0,0,0,8099,115,4436,3548,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,0,1865.98,0,26.5,0.0142,0.5477,0,0
10/16/2020,Papua Barat,118,0,51,67,3353,45,2444,864,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,103.45,2939.42,0,39.45,0.0134,0.7289,0.77,0
10/16/2020,Riau,278,2,109,167,11101,250,6766,4085,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,45.77,1827.6,0.33,41.16,0.0225,0.6095,1.52,0.33
10/16/2020,Sulawesi Barat,5,0,7,-2,944,12,700,232,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,3.21,605.13,0,7.69,0.0127,0.7415,0.71,1
10/16/2020,Sulawesi Selatan,119,0,166,-47,17202,440,14598,2164,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,12.62,1824.78,0,46.68,0.0256,0.8486,1.04,1
10/16/2020,Sulawesi Tengah,0,0,0,0,617,25,413,179,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,0,208.76,0,8.46,0.0405,0.6694,0,1
10/16/2020,Sulawesi Tenggara,48,2,35,11,3950,71,2505,1374,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,18.21,1498.79,0.76,26.94,0.018,0.6342,0.47,1
10/16/2020,Sulawesi Utara,62,2,38,22,4929,185,4112,632,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,23.47,1865.71,0.76,70.03,0.0375,0.8342,5.17,2
10/16/2020,Sumatera Barat,500,4,148,348,10249,193,5514,4542,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,90.59,1856.96,0.72,34.97,0.0188,0.538,1.45,1
10/16/2020,Sumatera Selatan,53,0,65,-12,7058,387,5346,1325,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,6.45,858.89,0,47.09,0.0548,0.7574,0.91,0
10/16/2020,Sumatera Utara,89,3,111,-25,11775,492,9392,1891,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.98,791.6,0.2,33.08,0.0418,0.7976,0.99,0.75
10/17/2020,Aceh,182,1,130,51,6436,236,4274,1926,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,34.68,1226.55,0.19,44.98,0.0367,0.6641,1.03,0.17
10/17/2020,Bali,92,1,20,71,10692,101,2026,8565,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,21.82,2535.95,0.24,23.96,0.0094,0.1895,1,
10/17/2020,Banten,127,2,60,65,7567,239,6852,476,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,11.84,705.72,0.19,22.29,0.0316,0.9055,1.11,1
10/17/2020,Bengkulu,23,3,2,18,862,43,702,117,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,11.5,431.1,1.5,21.5,0.0499,0.8144,3.29,3
10/17/2020,DKI Jakarta,974,23,1108,-157,93357,2029,78208,13120,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,89.8,8607.39,2.12,187.07,0.0217,0.8377,0.93,0.96
10/17/2020,Daerah Istimewa Yogyakarta,24,0,48,-24,3285,85,2549,651,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,6.61,904.71,0,23.41,0.0259,0.776,0.53,1
10/17/2020,Gorontalo,0,0,17,-17,2964,78,2777,109,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0,2510.48,0,66.07,0.0263,0.9369,0,1
10/17/2020,Indonesia,4301,84,4048,169,357762,12431,281592,63739,,,,98,7230,8488,74953,1916907,265185520,138.34,16.22,1349.1,0.32,46.88,0.0347,0.7871,1,1.06
10/17/2020,Jambi,26,0,27,-1,968,19,368,581,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,7.44,277.1,0,5.44,0.0196,0.3802,1,1
10/17/2020,Jawa Barat,491,3,538,-50,31987,665,21356,9966,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,10.87,708.28,0.07,14.72,0.0208,0.6676,0.97,3
10/17/2020,Jawa Tengah,414,11,357,46,31746,1902,25465,4379,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,11.38,873,0.3,52.3,0.0599,0.8021,0.93,1.22
10/17/2020,Jawa Timur,250,22,382,-154,48780,3940,44051,789,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,6.18,1205.07,0.54,97.33,0.0808,0.9031,0.87,1.05
10/17/2020,Kalimantan Barat,31,0,35,-4,1413,9,1226,178,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,5.72,260.57,0,1.66,0.0064,0.8677,1.24,1
10/17/2020,Kalimantan Selatan,71,2,66,3,11403,450,9984,969,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,17.65,2834.42,0.5,111.86,0.0395,0.8756,1.04,1
10/17/2020,Kalimantan Tengah,36,0,32,4,4081,144,3439,498,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,14.01,1587.76,0,56.02,0.0353,0.8427,1.16,0
10/17/2020,Kalimantan Timur,197,1,272,-76,11501,438,8554,2509,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,55.46,3237.72,0.28,123.3,0.0381,0.7438,2.1,0.33
10/17/2020,Kalimantan Utara,4,0,4,0,691,5,597,89,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,6.17,1065.69,0,7.71,0.0072,0.864,0.29,1
10/17/2020,Kepulauan Bangka Belitung,11,0,12,-1,500,6,431,63,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,7.97,362.38,0,4.35,0.012,0.862,2.75,1
10/17/2020,Kepulauan Riau,0,1,0,-1,2768,69,2231,468,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,0,1434.64,0.52,35.76,0.0249,0.806,0,
10/17/2020,Lampung,35,1,20,14,1285,49,870,366,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,3.85,141.28,0.11,5.39,0.0381,0.677,1.21,
