Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Province,Island,Special Status,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
9/28/2021,Gorontalo,1,0,48,-47,11732,458,11139,135,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0.85,9936.89,0,387.92,0.039,0.9495,0.13,1
9/28/2021,Indonesia,2057,124,3551,-1618,4211460,141709,4031099,38652,,,,98,7230,8488,74953,1916907,265185520,138.34,7.76,15881.18,0.47,534.38,0.0336,0.9572,1.48,1.05
9/28/2021,Jambi,31,0,68,-37,29510,771,28275,464,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,8.87,8447.46,0,220.7,0.0261,0.9581,2.82,1
9/28/2021,Jawa Barat,204,6,238,-40,702415,14607,684585,3223,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,4.52,15553.46,0.13,323.44,0.0208,0.9746,1.34,1
9/28/2021,Jawa Tengah,308,20,294,-6,481666,29852,447857,3957,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,8.47,13245.66,0.55,820.92,0.062,0.9298,1.66,1.67
9/28/2021,Jawa Timur,179,11,248,-80,395035,29393,363759,1883,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,4.42,9759.01,0.27,726.13,0.0744,0.9208,1.92,0.79
9/28/2021,Kalimantan Barat,85,1,34,50,39834,1040,38617,177,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,15.67,7345.63,0.18,191.78,0.0261,0.9694,4.72,
9/28/2021,Kalimantan Selatan,40,11,251,-222,69355,2347,66342,666,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,9.94,17239.41,2.73,583.39,0.0338,0.9566,1.9,0.92
9/28/2021,Kalimantan Tengah,25,2,50,-27,45093,1393,42210,1490,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,9.73,17543.94,0.78,541.96,0.0309,0.9361,0.71,1
9/28/2021,Kalimantan Timur,68,3,176,-111,156660,5367,150042,1251,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,19.14,44102.36,0.84,1510.9,0.0343,0.9578,0.92,0.75
9/28/2021,Kalimantan Utara,55,2,24,29,34903,769,31034,3100,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,84.82,53828.85,3.08,1185.98,0.022,0.8891,0.86,
9/28/2021,Kepulauan Bangka Belitung,61,3,103,-45,51088,1394,48761,933,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,44.21,37026.54,2.17,1010.32,0.0273,0.9545,1.69,1.5
9/28/2021,Kepulauan Riau,7,1,9,-3,53594,1733,51394,467,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,3.63,27777.55,0.52,898.21,0.0323,0.959,0.27,1
9/28/2021,Lampung,35,4,78,-47,48986,3790,43892,1304,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,3.85,5385.69,0.44,416.69,0.0774,0.896,1.3,0.44
9/28/2021,Maluku,2,0,77,-75,14510,257,14096,157,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,1.08,7855.57,0,139.14,0.0177,0.9715,,1
9/28/2021,Maluku Utara,8,0,7,1,11952,302,11545,105,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,6.12,9138.99,0,230.92,0.0253,0.9659,8,1
9/28/2021,Nusa Tenggara Barat,36,2,44,-10,27372,797,26279,296,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,6.83,5193.68,0.38,151.23,0.0291,0.9601,3.27,1
9/28/2021,Nusa Tenggara Timur,58,2,75,-19,62609,1295,60588,726,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,10.72,11570,0.37,239.31,0.0207,0.9677,1.66,0.67
9/28/2021,Papua,41,0,9,32,33705,553,31325,1827,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,9.45,7765.51,0,127.41,0.0164,0.9294,1.95,1
9/28/2021,Papua Barat,7,0,0,7,22891,352,22444,95,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,6.14,20067.48,0,308.58,0.0154,0.9805,1.17,1
9/28/2021,Riau,89,7,94,-12,127627,4051,122456,1120,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,14.65,21011.67,1.15,666.93,0.0317,0.9595,2.07,3.5
9/28/2021,Sulawesi Barat,16,1,26,-11,12126,335,11524,267,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,10.26,7773.16,0.64,214.75,0.0276,0.9504,4,1
9/28/2021,Sulawesi Selatan,66,2,52,12,108470,2200,104338,1932,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,7,11506.45,0.21,233.38,0.0203,0.9619,2.2,0.67
9/28/2021,Sulawesi Tengah,61,1,108,-48,46276,1556,43663,1057,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,20.64,15657.23,0.34,526.46,0.0336,0.9435,0.78,0.33
9/28/2021,Sulawesi Tenggara,2,0,81,-79,20011,522,19161,328,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,0.76,7592.98,0,198.07,0.0261,0.9575,2,0
9/28/2021,Sulawesi Utara,35,1,70,-36,34124,1025,32246,853,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,13.25,12916.54,0.38,387.98,0.03,0.945,3.18,1
9/28/2021,Sumatera Barat,45,2,297,-254,89203,2118,86082,1003,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,8.15,16162.17,0.36,383.75,0.0237,0.965,3,2
9/28/2021,Sumatera Selatan,26,3,54,-31,59566,3039,56097,430,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,3.16,7248.63,0.37,369.82,0.051,0.9418,1.44,3
9/28/2021,Sumatera Utara,105,9,195,-99,104552,2831,99751,1970,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,7.06,7028.76,0.61,190.32,0.0271,0.9541,2.02,2.25
9/29/2021,Aceh,62,10,75,-23,37694,1917,33920,1857,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,11.82,7183.56,1.91,365.33,0.0509,0.8999,1.48,1.11
9/29/2021,Bali,88,7,180,-99,112496,3938,107182,1376,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,20.87,26682.03,1.66,934.02,0.035,0.9528,0.96,1.17
9/29/2021,Banten,47,1,49,-3,131408,2670,127910,828,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,4.38,12255.49,0.09,249.01,0.0203,0.9734,1.07,1
9/29/2021,Bengkulu,1,0,8,-7,23019,466,22454,99,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,0.5,11512.15,0,233.05,0.0202,0.9755,0.14,0
9/29/2021,DKI Jakarta,177,6,194,-23,857616,13536,842308,1772,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,16.32,79071.04,0.55,1248,0.0158,0.9822,1.7,2
9/29/2021,Daerah Istimewa Yogyakarta,75,5,125,-55,154762,5186,147935,1641,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,20.66,42622.24,1.38,1428.25,0.0335,0.9559,1.06,1.67
9/29/2021,Gorontalo,1,0,11,-10,11733,458,11150,125,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0.85,9937.74,0,387.92,0.039,0.9503,1,1
9/29/2021,Indonesia,1954,117,3077,-1240,4213414,141826,4034176,37412,,,,98,7230,8488,74953,1916907,265185520,138.34,7.37,15888.55,0.44,534.82,0.0337,0.9575,0.95,0.94
9/29/2021,Jambi,19,2,35,-18,29529,773,28310,446,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,5.44,8452.9,0.57,221.28,0.0262,0.9587,0.61,
9/29/2021,Jawa Barat,189,5,339,-155,702604,14612,684924,3068,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,4.18,15557.65,0.11,323.55,0.0208,0.9748,0.93,0.83
9/29/2021,Jawa Tengah,199,12,294,-107,481865,29864,448151,3850,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,5.47,13251.13,0.33,821.25,0.062,0.93,0.65,0.6
9/29/2021,Jawa Timur,225,9,268,-52,395260,29402,364027,1831,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,5.56,9764.56,0.22,726.35,0.0744,0.921,1.26,0.82
9/29/2021,Kalimantan Barat,94,3,34,57,39928,1043,38651,234,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,17.33,7362.97,0.55,192.34,0.0261,0.968,1.11,3
9/29/2021,Kalimantan Selatan,29,7,155,-133,69384,2354,66497,533,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,7.21,17246.62,1.74,585.13,0.0339,0.9584,0.73,0.64
9/29/2021,Kalimantan Tengah,36,1,51,-16,45129,1394,42261,1474,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,14.01,17557.95,0.39,542.35,0.0309,0.9364,1.44,0.5
9/29/2021,Kalimantan Timur,91,7,115,-31,156751,5374,150157,1220,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,25.62,44127.98,1.97,1512.87,0.0343,0.9579,1.34,2.33
9/29/2021,Kalimantan Utara,57,2,83,-28,34960,771,31117,3072,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,87.91,53916.75,3.08,1189.07,0.0221,0.8901,1.04,1
9/29/2021,Kepulauan Bangka Belitung,59,1,90,-32,51147,1395,48851,901,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,42.76,37069.3,0.72,1011.04,0.0273,0.9551,0.97,0.33
9/29/2021,Kepulauan Riau,23,1,11,11,53617,1734,51405,478,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,11.92,27789.47,0.52,898.72,0.0323,0.9587,3.29,1
9/29/2021,Lampung,39,3,46,-10,49025,3793,43938,1294,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,4.29,5389.97,0.33,417.02,0.0774,0.8962,1.11,0.75
9/29/2021,Maluku,10,1,2,7,14520,258,14098,164,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,5.41,7860.98,0.54,139.68,0.0178,0.9709,5,
9/29/2021,Maluku Utara,2,0,11,-9,11954,302,11556,96,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,1.53,9140.52,0,230.92,0.0253,0.9667,0.25,1
9/29/2021,Nusa Tenggara Barat,21,2,16,3,27393,799,26295,299,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,3.98,5197.67,0.38,151.61,0.0292,0.9599,0.58,1
9/29/2021,Nusa Tenggara Timur,55,0,108,-53,62664,1295,60696,673,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,10.16,11580.17,0,239.31,0.0207,0.9686,0.95,0
9/29/2021,Papua,23,0,109,-86,33728,553,31434,1741,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,5.3,7770.81,0,127.41,0.0164,0.932,0.56,1
9/29/2021,Papua Barat,7,0,6,1,22898,352,22450,96,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,6.14,20073.62,0,308.58,0.0154,0.9804,1,1
9/29/2021,Riau,61,4,58,-1,127688,4055,122514,1119,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,10.04,21021.72,0.66,667.59,0.0318,0.9595,0.69,0.57
9/29/2021,Sulawesi Barat,23,1,28,-6,12149,336,11552,261,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,14.74,7787.9,0.64,215.39,0.0277,0.9509,1.44,1
9/29/2021,Sulawesi Selatan,51,1,70,-20,108521,2201,104408,1912,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,5.41,11511.86,0.11,233.48,0.0203,0.9621,0.77,0.5
9/29/2021,Sulawesi Tengah,22,3,132,-113,46298,1559,43795,944,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,7.44,15664.68,1.02,527.48,0.0337,0.9459,0.36,3
9/29/2021,Sulawesi Tenggara,14,1,12,1,20025,523,19173,329,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,5.31,7598.29,0.38,198.45,0.0261,0.9575,7,
9/29/2021,Sulawesi Utara,27,2,57,-32,34151,1027,32303,821,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,10.22,12926.76,0.76,388.74,0.0301,0.9459,0.77,2
9/29/2021,Sumatera Barat,23,1,86,-64,89226,2119,86168,939,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,4.17,16166.34,0.18,383.93,0.0237,0.9657,0.51,0.5
9/29/2021,Sumatera Selatan,19,3,50,-34,59585,3042,56147,396,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,2.31,7250.94,0.37,370.18,0.0511,0.9423,0.73,1
9/29/2021,Sumatera Utara,83,6,176,-99,104635,2837,99927,1871,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.58,7034.34,0.4,190.72,0.0271,0.955,0.79,0.67
9/30/2021,Aceh,40,10,101,-71,37734,1927,34021,1786,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,7.62,7191.19,1.91,367.24,0.0511,0.9016,0.65,1
9/30/2021,Bali,86,5,229,-148,112582,3943,107411,1228,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,20.4,26702.43,1.19,935.21,0.035,0.9541,0.98,0.71
9/30/2021,Banten,59,1,87,-29,131467,2671,127997,799,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,5.5,12261,0.09,249.11,0.0203,0.9736,1.26,1
9/30/2021,Bengkulu,2,0,10,-8,23021,466,22464,91,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,1,11513.15,0,233.05,0.0202,0.9758,2,1
9/30/2021,DKI Jakarta,149,3,193,-47,857765,13539,842501,1725,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,13.74,79084.78,0.28,1248.28,0.0158,0.9822,0.84,0.5
9/30/2021,Daerah Istimewa Yogyakarta,67,5,190,-128,154829,5191,148125,1513,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,18.45,42640.69,1.38,1429.63,0.0335,0.9567,0.89,1
9/30/2021,Gorontalo,3,0,4,-1,11736,458,11154,124,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,2.54,9940.28,0,387.92,0.039,0.9504,3,1
9/30/2021,Indonesia,1690,113,2848,-1271,4215104,141939,4037024,36141,,,,98,7230,8488,74953,1916907,265185520,138.34,6.37,15894.93,0.43,535.24,0.0337,0.9578,0.86,0.97
9/30/2021,Jambi,18,0,15,3,29547,773,28325,449,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,5.15,8458.05,0,221.28,0.0262,0.9586,0.95,0
9/30/2021,Jawa Barat,166,11,288,-133,702770,14623,685212,2935,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,3.68,15561.32,0.24,323.79,0.0208,0.975,0.88,2.2
9/30/2021,Jawa Tengah,144,28,282,-166,482009,29892,448433,3684,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,3.96,13255.09,0.77,822.02,0.062,0.9303,0.72,2.33
9/30/2021,Jawa Timur,195,13,252,-70,395455,29415,364279,1761,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,4.82,9769.38,0.32,726.67,0.0744,0.9212,0.87,1.44
9/30/2021,Kalimantan Barat,32,2,52,-22,39960,1045,38703,212,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,5.9,7368.87,0.37,192.7,0.0262,0.9685,0.34,0.67
9/30/2021,Kalimantan Selatan,40,5,34,1,69424,2359,66531,534,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,9.94,17256.56,1.24,586.37,0.034,0.9583,1.38,0.71
9/30/2021,Kalimantan Tengah,34,0,47,-13,45163,1394,42308,1461,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,13.23,17571.18,0,542.35,0.0309,0.9368,0.94,0
9/30/2021,Kalimantan Timur,60,1,114,-55,156811,5375,150271,1165,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,16.89,44144.87,0.28,1513.15,0.0343,0.9583,0.66,0.14
9/30/2021,Kalimantan Utara,47,2,85,-40,35007,773,31202,3032,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,72.49,53989.24,3.08,1192.15,0.0221,0.8913,0.82,1
9/30/2021,Kepulauan Bangka Belitung,62,2,73,-13,51209,1397,48924,888,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,44.94,37114.24,1.45,1012.49,0.0273,0.9554,1.05,2
9/30/2021,Kepulauan Riau,13,3,29,-19,53630,1737,51434,459,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,6.74,27796.21,1.55,900.28,0.0324,0.9591,0.57,3
9/30/2021,Lampung,31,2,26,3,49056,3795,43964,1297,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,3.41,5393.38,0.22,417.24,0.0774,0.8962,0.79,0.67
9/30/2021,Maluku,4,0,15,-11,14524,258,14113,153,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,2.17,7863.15,0,139.68,0.0178,0.9717,0.4,0
9/30/2021,Maluku Utara,2,0,13,-11,11956,302,11569,85,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,1.53,9142.05,0,230.92,0.0253,0.9676,1,1
9/30/2021,Nusa Tenggara Barat,28,0,28,0,27421,799,26323,299,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,5.31,5202.98,0,151.61,0.0291,0.96,1.33,0
9/30/2021,Nusa Tenggara Timur,52,1,52,-1,62716,1296,60748,672,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,9.61,11589.78,0.18,239.5,0.0207,0.9686,0.95,
9/30/2021,Papua,15,0,5,10,33743,553,31439,1751,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,3.46,7774.26,0,127.41,0.0164,0.9317,0.65,1
9/30/2021,Papua Barat,1,0,11,-10,22899,352,22461,86,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,0.88,20074.5,0,308.58,0.0154,0.9809,0.14,1
9/30/2021,Riau,42,2,118,-78,127730,4057,122632,1041,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,6.91,21028.63,0.33,667.92,0.0318,0.9601,0.69,0.5
9/30/2021,Sulawesi Barat,10,0,15,-5,12159,336,11567,256,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,6.41,7794.31,0,215.39,0.0276,0.9513,0.43,0
9/30/2021,Sulawesi Selatan,62,2,80,-20,108583,2203,104488,1892,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,6.58,11518.44,0.21,233.69,0.0203,0.9623,1.22,2
9/30/2021,Sulawesi Tengah,43,2,63,-22,46341,1561,43858,922,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,14.55,15679.23,0.68,528.16,0.0337,0.9464,1.95,0.67
9/30/2021,Sulawesi Tenggara,5,0,43,-38,20030,523,19216,291,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,1.9,7600.19,0,198.45,0.0261,0.9594,0.36,0
9/30/2021,Sulawesi Utara,27,1,14,12,34178,1028,32317,833,Sulawesi Utara,Sulawesi,,4,171,332,1507,13892,2641884,190.17,10.22,12936.98,0.38,389.12,0.0301,0.9455,1,0.5
9/30/2021,Sumatera Barat,50,1,76,-27,89276,2120,86244,912,Sumatera Barat,Sumatera,,7,179,230,928,42013,5519245,131.37,9.06,16175.4,0.18,384.11,0.0237,0.966,2.17,1
9/30/2021,Sumatera Selatan,30,4,37,-11,59615,3046,56184,385,Sumatera Selatan,Sumatera,,4,241,387,2853,91592,8217551,89.72,3.65,7254.59,0.49,370.67,0.0511,0.9424,1.58,1.33
9/30/2021,Sumatera Utara,75,1,167,-93,104710,2838,100094,1778,Sumatera Utara,Sumatera,,8,450,693,5417,72981,14874889,203.82,5.04,7039.38,0.07,190.79,0.0271,0.9559,0.9,0.17
10/01/2021,Aceh,58,10,125,-77,37792,1937,34146,1709,Aceh,Sumatera,Daerah Khusus,5,289,,6497,57956,5247257,90.54,11.05,7202.24,1.91,369.15,0.0513,0.9035,1.45,1
10/01/2021,Bali,97,6,181,-90,112679,3949,107592,1138,Bali,Nusa Tenggara,,1,57,80,636,5780,4216171,729.43,23.01,26725.43,1.42,936.63,0.035,0.9549,1.13,1.2
10/01/2021,Banten,71,2,47,22,131538,2673,128044,821,Banten,Jawa,,4,155,313,1238,9663,10722374,1109.64,6.62,12267.62,0.19,249.29,0.0203,0.9734,1.2,2
10/01/2021,Bengkulu,6,0,10,-4,23027,466,22474,87,Bengkulu,Sumatera,,1,129,172,1341,19919,1999539,100.38,3,11516.15,0,233.05,0.0202,0.976,3,1
10/01/2021,DKI Jakarta,151,5,138,8,857916,13544,842639,1733,DKI Jakarta,Jawa,Daerah Khusus Ibu Kota,5,44,267,,664,10846145,16334.31,13.92,79098.7,0.46,1248.74,0.0158,0.9822,1.01,1.67
10/01/2021,Daerah Istimewa Yogyakarta,64,2,135,-73,154893,5193,148260,1440,Daerah Istimewa Yogyakarta,Jawa,Daerah Istimewa,1,78,46,392,3133,3631015,1158.9,17.63,42658.32,0.55,1430.18,0.0335,0.9572,0.96,0.4
10/01/2021,Gorontalo,1,0,30,-29,11737,458,11184,95,Gorontalo,Sulawesi,,1,77,72,657,11257,1180651,104.88,0.85,9941.13,0,387.92,0.039,0.9529,0.33,1
10/01/2021,Indonesia,1624,87,2811,-1274,4216728,142026,4039835,34867,,,,98,7230,8488,74953,1916907,265185520,138.34,6.12,15901.05,0.33,535.57,0.0337,0.958,0.96,0.77
10/01/2021,Jambi,39,0,50,-11,29586,773,28375,438,Jambi,Sumatera,,2,141,163,1399,50058,3493357,69.79,11.16,8469.22,0,221.28,0.0261,0.9591,2.17,1
10/01/2021,Jawa Barat,115,1,168,-54,702885,14624,685380,2881,Jawa Barat,Jawa,,9,627,645,5312,35378,45161325,1276.55,2.55,15563.87,0.02,323.82,0.0208,0.9751,0.69,0.09
10/01/2021,Jawa Tengah,107,15,216,-124,482116,29907,448649,3560,Jawa Tengah,Jawa,,6,576,753,7809,32801,36364072,1108.64,2.94,13258.03,0.41,822.43,0.062,0.9306,0.74,0.54
10/01/2021,Jawa Timur,124,11,225,-112,395579,29426,364504,1649,Jawa Timur,Jawa,,9,666,777,7724,47803,40479023,846.78,3.06,9772.44,0.27,726.94,0.0744,0.9214,0.64,0.85
10/01/2021,Kalimantan Barat,81,0,61,20,40041,1045,38764,232,Kalimantan Barat,Kalimantan,,2,174,99,2031,147307,5422814,36.81,14.94,7383.8,0,192.7,0.0261,0.9681,2.53,0
10/01/2021,Kalimantan Selatan,15,2,114,-101,69439,2361,66645,433,Kalimantan Selatan,Kalimantan,,2,153,144,1864,38744,4023049,103.84,3.73,17260.29,0.5,586.87,0.034,0.9598,0.38,0.4
10/01/2021,Kalimantan Tengah,16,3,48,-35,45179,1397,42356,1426,Kalimantan Tengah,Kalimantan,,1,136,139,1432,153565,2570289,16.74,6.22,17577.4,1.17,543.52,0.0309,0.9375,0.47,
10/01/2021,Kalimantan Timur,64,3,148,-87,156875,5378,150419,1078,Kalimantan Timur,Kalimantan,,3,103,197,841,129067,3552191,27.52,18.02,44162.88,0.84,1514,0.0343,0.9588,1.07,3
10/01/2021,Kalimantan Utara,48,1,25,22,35055,774,31227,3054,Kalimantan Utara,Kalimantan,,1,53,35,447,75468,648407,8.59,74.03,54063.27,1.54,1193.69,0.0221,0.8908,1.02,0.5
10/01/2021,Kepulauan Bangka Belitung,52,0,77,-25,51261,1397,49001,863,Kepulauan Bangka Belitung,Sumatera,,1,47,82,309,16424,1379767,84.01,37.69,37151.92,0,1012.49,0.0273,0.9559,0.84,0
10/01/2021,Kepulauan Riau,20,2,63,-45,53650,1739,51497,414,Kepulauan Riau,Sumatera,,2,75,142,275,8202,1929400,235.24,10.37,27806.57,1.04,901.32,0.0324,0.9599,1.54,0.67
10/01/2021,Lampung,40,3,105,-68,49096,3798,44069,1229,Lampung,Sumatera,,2,228,205,2435,34624,9095591,262.7,4.4,5397.78,0.33,417.56,0.0774,0.8976,1.29,1.5
10/01/2021,Maluku,3,0,4,-1,14527,258,14117,152,Maluku,Maluku,,2,118,35,1198,46914,1847097,39.37,1.62,7864.77,0,139.68,0.0178,0.9718,0.75,1
10/01/2021,Maluku Utara,7,0,2,5,11963,302,11571,90,Maluku Utara,Maluku,,2,116,118,1063,31983,1307803,40.89,5.35,9147.4,0,230.92,0.0252,0.9672,3.5,1
10/01/2021,Nusa Tenggara Barat,26,1,32,-7,27447,800,26355,292,Nusa Tenggara Barat,Nusa Tenggara,,2,117,145,995,18572,5270247,283.77,4.93,5207.92,0.19,151.8,0.0291,0.9602,0.93,
10/01/2021,Nusa Tenggara Timur,61,5,92,-36,62777,1301,60840,636,Nusa Tenggara Timur,Nusa Tenggara,,1,309,327,3026,48718,5411321,111.07,11.27,11601.05,0.92,240.42,0.0207,0.9691,1.17,5
10/01/2021,Papua,24,0,4,20,33767,553,31443,1771,Papua,Papua,Daerah Khusus,1,560,110,5411,319036,4340348,13.6,5.53,7779.79,0,127.41,0.0164,0.9312,1.6,1
10/01/2021,Papua Barat,7,0,5,2,22906,352,22466,88,Papua Barat,Papua,Daerah Khusus,1,218,95,1742,102955,1140701,11.08,6.14,20080.63,0,308.58,0.0154,0.9808,7,1
10/01/2021,Riau,50,1,117,-68,127780,4058,122749,973,Riau,Sumatera,,2,169,268,1591,87024,6074100,69.8,8.23,21036.86,0.16,668.08,0.0318,0.9606,1.19,0.5
10/01/2021,Sulawesi Barat,7,2,23,-18,12166,338,11590,238,Sulawesi Barat,Sulawesi,,,69,73,575,16787,1559984,92.93,4.49,7798.8,1.28,216.67,0.0278,0.9527,0.7,
10/01/2021,Sulawesi Selatan,45,0,69,-24,108628,2203,104557,1868,Sulawesi Selatan,Sulawesi,,3,311,792,2255,46717,9426885,201.78,4.77,11523.21,0,233.69,0.0203,0.9625,0.73,0
10/01/2021,Sulawesi Tengah,39,2,135,-98,46380,1563,43993,824,Sulawesi Tengah,Sulawesi,,1,175,175,1842,61841,2955567,47.79,13.2,15692.42,0.68,528.83,0.0337,0.9485,0.91,1
10/01/2021,Sulawesi Tenggara,3,0,19,-16,20033,523,19235,275,Sulawesi Tenggara,Sulawesi,,2,219,377,1911,38068,2635461,69.23,1.14,7601.33,0,198.45,0.0261,0.9602,0.6,1
