,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Increasing,New Cases EMA,New Cases Difference,New Deaths EMA,New Deaths Difference,New Recovered EMA,New Recovered Difference,New Cases Upper,New Cases Lower,New Deaths Upper,New Deaths Lower,New Recovered Upper,New Recovered Lower
172,2020-08-21,Indonesia,2197.0,82.0,2317.0,-202,149408,6500,102991,39917,0,2008.4393535694849,188.56064643051513,66.4733391908352,15.526660809164795,1878.758923376747,438.2410766232531,15008.439353569485,-10991.560646430515,446.4733391908352,-313.5266608091648,11178.758923376747,-7421.241076623253
173,2020-08-22,Indonesia,2090.0,94.0,2207.0,-211,151498,6594,105198,39706,0,2046.151482855588,43.84851714441197,69.57867135266817,24.421328647331833,1966.4071387013978,240.5928612986022,15046.151482855588,-10953.848517144412,449.57867135266815,-310.42132864733185,11266.407138701397,-7333.592861298603
174,2020-08-23,Indonesia,2037.0,86.0,2302.0,-351,153535,6680,107500,39355,0,2054.9211862844704,-17.921186284470423,74.46293708213453,11.53706291786547,2014.5257109611184,287.4742890388816,15054.921186284471,-10945.078813715529,454.46293708213454,-305.53706291786546,11314.52571096112,-7285.474289038882
175,2020-08-24,Indonesia,1877.0,79.0,3560.0,-1762,155412,6759,111060,37593,0,2051.3369490275763,-174.33694902757634,76.77034966570763,2.229650334292373,2072.020568768895,1487.979431231105,15051.336949027576,-10948.663050972424,456.7703496657076,-303.2296503342924,11372.020568768894,-7227.979431231105
176,2020-08-25,Indonesia,2447.0,99.0,1807.0,541,157859,6858,112867,38134,1,2016.4695592220612,430.5304407779388,77.21627973256611,21.783720267433893,2369.616455015116,-562.6164550151161,15016.469559222061,-10983.530440777939,457.21627973256614,-302.78372026743386,11669.616455015115,-6930.383544984884
177,2020-08-26,Indonesia,2306.0,86.0,2542.0,-322,160165,6944,115409,37812,0,2102.575647377649,203.42435262235085,81.57302378605289,4.426976213947114,2257.093164012093,284.906835987907,15102.57564737765,-10897.42435262235,461.5730237860529,-298.4269762139471,11557.093164012093,-7042.9068359879075
178,2020-08-27,Indonesia,2719.0,120.0,3166.0,-567,162884,7064,118575,37245,1,2143.2605179021193,575.7394820978807,82.45841902884231,37.541580971157686,2314.0745312096747,851.9254687903253,15143.26051790212,-10856.73948209788,462.4584190288423,-297.5415809711577,11614.074531209675,-6985.925468790325
179,2020-08-28,Indonesia,3003.0,105.0,2325.0,573,165887,7169,120900,37818,1,2258.4084143216955,744.5915856783045,89.96673522307385,15.033264776926146,2484.4596249677397,-159.45962496773973,15258.408414321695,-10741.591585678305,469.96673522307384,-290.03326477692616,11784.45962496774,-6815.54037503226
180,2020-08-29,Indonesia,3308.0,92.0,1902.0,1314,169195,7261,122802,39132,1,2407.3267314573563,900.6732685426437,92.97338817845909,-0.9733881784590892,2452.567699974192,-550.5676999741918,15407.326731457357,-10592.673268542643,472.9733881784591,-287.0266118215409,11752.567699974192,-6847.432300025808
181,2020-08-30,Indonesia,2858.0,82.0,1383.0,1393,172053,7343,124185,40525,0,2587.461385165885,270.5386148341149,92.77871054276729,-10.778710542767286,2342.4541599793533,-959.4541599793533,15587.461385165885,-10412.538614834115,472.77871054276727,-287.22128945723273,11642.454159979354,-6957.545840020646
182,2020-08-31,Indonesia,2743.0,74.0,1774.0,895,174796,7417,125959,41420,0,2641.569108132708,101.43089186729185,90.62296843421383,-16.62296843421383,2150.563327983483,-376.56332798348285,15641.569108132708,-10358.430891867292,470.6229684342138,-289.3770315657862,11450.563327983484,-7149.436672016517
183,2020-09-01,Indonesia,2775.0,88.0,2098.0,589,177571,7505,128057,42009,1,2661.8552865061665,113.14471349383348,87.29837474737107,0.7016252526289293,2075.2506623867866,22.749337613213356,15661.855286506167,-10338.144713493833,467.2983747473711,-292.7016252526289,11375.250662386787,-7224.749337613213
184,2020-09-02,Indonesia,3075.0,111.0,1914.0,1050,180646,7616,129971,43059,1,2684.4842292049334,390.5157707950666,87.43869979789687,23.561300202103126,2079.8005299094293,-165.80052990942932,15684.484229204932,-10315.515770795068,467.4386997978969,-292.5613002021031,11379.80052990943,-7220.199470090571
185,2020-09-03,Indonesia,3622.0,134.0,2084.0,1404,184268,7750,132055,44463,1,2762.5873833639466,859.4126166360534,92.1509598383175,41.849040161682495,2046.6404239275435,37.35957607245655,15762.587383363947,-10237.412616636053,472.1509598383175,-287.8490401616825,11346.640423927543,-7253.359576072457
186,2020-09-04,Indonesia,3269.0,82.0,2126.0,1061,187537,7832,134181,45524,0,2934.4699066911576,334.5300933088424,100.520767870654,-18.520767870653998,2054.112339142035,71.88766085796487,15934.469906691158,-10065.530093308842,480.520767870654,-279.479232129346,11354.112339142035,-7245.887660857965
187,2020-09-05,Indonesia,3128.0,108.0,2220.0,800,190665,7940,136401,46324,0,3001.3759253529265,126.62407464707348,96.81661429652321,11.183385703476787,2068.489871313628,151.5101286863719,16001.375925352926,-9998.624074647074,476.8166142965232,-283.1833857034768,11368.489871313628,-7231.510128686372
188,2020-09-06,Indonesia,3444.0,85.0,2174.0,1185,194109,8025,138575,47509,1,3026.700740282341,417.29925971765897,99.05329143721858,-14.053291437218576,2098.7918970509027,75.20810294909734,16026.70074028234,-9973.29925971766,479.0532914372186,-280.9467085627814,11398.791897050902,-7201.208102949097
189,2020-09-07,Indonesia,2880.0,105.0,2077.0,698,196989,8130,140652,48207,0,3110.160592225873,-230.1605922258732,96.24263314977486,8.75736685022514,2113.833517640722,-36.83351764072222,16110.160592225873,-9889.839407774127,476.24263314977486,-283.75736685022514,11413.833517640722,-7186.166482359278
190,2020-09-08,Indonesia,3046.0,100.0,2306.0,640,200035,8230,142958,48847,1,3064.1284737806986,-18.12847378069864,97.9941065198199,2.005893480180106,2106.466814112578,199.53318588742195,16064.128473780698,-9935.871526219302,477.99410651981987,-282.00589348018013,11406.466814112579,-7193.5331858874215
191,2020-09-09,Indonesia,3307.0,106.0,2242.0,959,203342,8336,145200,49806,1,3060.5027790245595,246.49722097544054,98.39528521585592,7.604714784144079,2146.373451290063,95.6265487099372,16060.502779024559,-9939.497220975441,478.3952852158559,-281.6047147841441,11446.373451290063,-7153.626548709937
192,2020-09-10,Indonesia,3861.0,120.0,2310.0,1431,207203,8456,147510,51237,1,3109.8022232196477,751.1977767803523,99.91622817268474,20.08377182731526,2165.4987610320504,144.50123896794958,16109.802223219647,-9890.197776780353,479.9162281726847,-280.0837718273153,11465.49876103205,-7134.50123896795
193,2020-09-11,Indonesia,3737.0,88.0,2707.0,942,210940,8544,150217,52179,0,3260.041778575718,476.9582214242819,103.9329825381478,-15.932982538147797,2194.3990088256405,512.6009911743595,16260.041778575718,-9739.958221424282,483.9329825381478,-276.0670174618522,11494.39900882564,-7105.6009911743595
194,2020-09-12,Indonesia,3806.0,106.0,2241.0,1459,214746,8650,152458,53638,1,3355.433422860575,450.56657713942514,100.74638603051824,5.253613969481762,2296.9192070605127,-55.91920706051269,16355.433422860575,-9644.566577139425,480.74638603051824,-279.25361396948176,11596.919207060513,-7003.080792939487
195,2020-09-13,Indonesia,3636.0,73.0,2552.0,1011,218382,8723,155010,54649,0,3445.54673828846,190.4532617115401,101.7971088244146,-28.797108824414593,2285.73536564841,266.26463435158985,16445.54673828846,-9554.45326171154,481.7971088244146,-278.2028911755854,11585.73536564841,-7014.26463435159
196,2020-09-14,Indonesia,3141.0,118.0,3395.0,-372,221523,8841,158405,54277,0,3483.637390630768,-342.6373906307681,96.03768705953169,21.96231294046831,2338.988292518728,1056.011707481272,16483.637390630767,-9516.362609369233,476.03768705953166,-283.96231294046834,11638.988292518728,-6961.0117074812715
197,2020-09-15,Indonesia,3507.0,124.0,2660.0,723,225030,8965,161065,55000,1,3415.109912504615,91.89008749538516,100.43014964762537,23.56985035237463,2550.1906340149826,109.8093659850174,16415.109912504617,-9584.890087495385,480.4301496476254,-279.5698503523746,11850.190634014984,-6749.809365985017
198,2020-09-16,Indonesia,3963.0,135.0,3036.0,792,228993,9100,164101,55792,1,3433.4879300036923,529.5120699963077,105.1441197181003,29.8558802818997,2572.152507211986,463.8474927880138,16433.487930003692,-9566.512069996308,485.1441197181003,-274.8558802818997,11872.152507211986,-6727.847492788014
199,2020-09-17,Indonesia,3635.0,122.0,2585.0,928,232628,9222,166686,56720,0,3539.390344002954,95.60965599704605,111.11529577448024,10.884704225519755,2664.9220057695893,-79.9220057695893,16539.390344002953,-9460.609655997047,491.1152957744803,-268.8847042255197,11964.92200576959,-6635.077994230411
200,2020-09-18,Indonesia,3891.0,114.0,4088.0,-311,236519,9336,170774,56409,1,3558.5122752023635,332.4877247976365,113.2922366195842,0.7077633804157983,2648.9376046156717,1439.0623953843283,16558.512275202364,-9441.487724797636,493.2922366195842,-266.7077633804158,11948.937604615672,-6651.062395384328
201,2020-09-19,Indonesia,4168.0,112.0,3576.0,480,240687,9448,174350,56889,1,3625.009820161891,542.9901798381088,113.43378929566737,-1.433789295667367,2936.7500836925374,639.2499163074626,16625.00982016189,-9374.990179838109,493.43378929566734,-266.56621070433266,12236.750083692537,-6363.249916307463
202,2020-09-20,Indonesia,3989.0,105.0,2977.0,907,244676,9553,177327,57796,0,3733.607856129513,255.39214387048696,113.14703143653391,-8.147031436533908,3064.60006695403,-87.6000669540299,16733.607856129514,-9266.392143870487,493.1470314365339,-266.8529685634661,12364.60006695403,-6235.39993304597
203,2020-09-21,Indonesia,4176.0,124.0,3470.0,582,248852,9677,180797,58378,1,3784.6862849036106,391.3137150963894,111.51762514922713,12.482374850772871,3047.0800535632243,422.9199464367757,16784.68628490361,-9215.313715096388,491.5176251492271,-268.4823748507729,12347.080053563224,-6252.919946436776
204,2020-09-22,Indonesia,4071.0,160.0,3501.0,410,252923,9837,184298,58788,0,3862.9490279228885,208.0509720771115,114.01410011938171,45.98589988061829,3131.6640428505793,369.33595714942066,16862.94902792289,-9137.050972077112,494.01410011938174,-265.98589988061826,12431.66404285058,-6168.33595714942
205,2020-09-23,Indonesia,4465.0,140.0,3660.0,665,257388,9977,187958,59453,1,3904.559222338311,560.440777661689,123.21128009550537,16.788719904494627,3205.5312342804637,454.46876571953635,16904.55922233831,-9095.44077766169,503.21128009550534,-256.78871990449466,12505.531234280465,-6094.468765719536
206,2020-09-24,Indonesia,4634.0,128.0,3895.0,611,262022,10105,191853,60064,1,4016.647377870649,617.352622129351,126.5690240764043,1.430975923595696,3296.424987424371,598.575012575629,17016.64737787065,-8983.35262212935,506.5690240764043,-253.4309759235957,12596.42498742437,-6003.575012575629
207,2020-09-25,Indonesia,4823.0,113.0,4343.0,367,266845,10218,196196,60431,1,4140.11790229652,682.8820977034802,126.85521926112344,-13.855219261123437,3416.139989939497,926.8600100605031,17140.11790229652,-8859.882097703481,506.85521926112347,-253.14478073887656,12716.139989939496,-5883.860010060504
208,2020-09-26,Indonesia,4494.0,90.0,3207.0,1197,271339,10308,199403,61628,0,4276.694321837216,217.3056781627838,124.08417540889874,-34.084175408898744,3601.511991951598,-394.5119919515978,17276.694321837218,-8723.305678162784,504.0841754088988,-255.91582459110126,12901.511991951598,-5698.488008048402
209,2020-09-27,Indonesia,3874.0,78.0,3611.0,185,275213,10386,203014,61813,0,4320.155457469773,-446.15545746977295,117.267340327119,-39.267340327119,3522.6095935612784,88.39040643872158,17320.155457469773,-8679.844542530227,497.267340327119,-262.732659672881,12822.60959356128,-5777.390406438722
210,2020-09-28,Indonesia,3509.0,87.0,3856.0,-434,278722,10473,206870,61379,0,4230.924365975819,-721.9243659758185,109.41387226169522,-22.413872261695218,3540.2876748490226,315.71232515097745,17230.924365975818,-8769.075634024182,489.41387226169525,-270.58612773830475,12840.287674849023,-5759.712325150977
211,2020-09-29,Indonesia,4002.0,128.0,3567.0,307,282724,10601,210437,61686,1,4086.539492780655,-84.53949278065511,104.93109780935619,23.06890219064381,3603.4301398792186,-36.430139879218586,17086.539492780656,-8913.460507219344,484.9310978093562,-275.0689021906438,12903.43013987922,-5696.569860120781
212,2020-09-30,Indonesia,4284.0,139.0,4510.0,-365,287008,10740,214947,61321,1,4069.631594224524,214.36840577547582,109.54487824748495,29.455121752515055,3596.1441119033752,913.8558880966248,17069.631594224524,-8930.368405775476,489.5448782474849,-270.4551217525151,12896.144111903375,-5703.855888096625
213,2020-10-01,Indonesia,4174.0,116.0,3540.0,518,291182,10856,218487,61839,0,4112.50527537962,61.49472462038011,115.43590259798796,0.5640974020120382,3778.9152895227003,-238.91528952270028,17112.50527537962,-8887.494724620381,495.43590259798793,-264.56409740201207,13078.9152895227,-5521.0847104773
214,2020-10-02,Indonesia,4317.0,116.0,2853.0,1348,295499,10972,221340,63187,1,4124.804220303696,192.19577969630427,115.54872207839038,0.45127792160961633,3731.1322316181604,-878.1322316181604,17124.804220303697,-8875.195779696303,495.54872207839037,-264.45127792160963,13031.132231618161,-5568.86776838184
215,2020-10-03,Indonesia,4007.0,83.0,3712.0,212,299506,11055,225052,63399,0,4163.243376242957,-156.2433762429573,115.63897766271232,-32.63897766271232,3555.5057852945283,156.49421470547168,17163.243376242957,-8836.756623757043,495.6389776627123,-264.3610223372877,12855.505785294528,-5744.494214705472
216,2020-10-04,Indonesia,3992.0,96.0,3401.0,495,303498,11151,228453,63894,0,4131.994700994366,-139.9947009943662,109.11118213016985,-13.111182130169851,3586.804628235623,-185.8046282356231,17131.994700994364,-8868.005299005634,489.1111821301698,-270.8888178698302,12886.804628235623,-5713.195371764377
217,2020-10-05,Indonesia,3622.0,102.0,4140.0,-620,307120,11253,232593,63274,0,4103.995760795493,-481.99576079549297,106.48894570413589,-4.488945704135887,3549.643702588499,590.3562974115011,17103.995760795493,-8896.004239204507,486.48894570413586,-273.51105429586414,12849.643702588499,-5750.356297411501
218,2020-10-06,Indonesia,4056.0,121.0,3844.0,91,311176,11374,236437,63365,1,4007.5966086363946,48.40339136360535,105.59115656330872,15.408843436691285,3667.714962070799,176.28503792920083,17007.596608636395,-8992.403391363605,485.5911565633087,-274.4088434366913,12967.714962070799,-5632.285037929201
219,2020-10-07,Indonesia,4538.0,98.0,3854.0,586,315714,11472,240291,63951,1,4017.277286909116,520.7227130908841,108.67292525064698,-10.672925250646983,3702.97196965664,151.02803034336011,17017.277286909117,-8982.722713090883,488.672925250647,-271.327074749353,13002.971969656639,-5597.02803034336
220,2020-10-08,Indonesia,4850.0,108.0,3769.0,973,320564,11580,244060,64924,1,4121.421829527293,728.5781704727069,106.53834020051758,1.461659799482419,3733.177575725312,35.82242427468782,17121.421829527295,-8878.578170472707,486.5383402005176,-273.4616597994824,13033.177575725313,-5566.822424274687
221,2020-10-09,Indonesia,4094.0,97.0,3607.0,390,324658,11677,247667,65314,0,4267.137463621835,-173.1374636218352,106.83067216041408,-9.830672160414082,3740.3420605802503,-133.3420605802503,17267.137463621835,-8732.862536378165,486.8306721604141,-273.1693278395859,13040.34206058025,-5559.65793941975
222,2020-10-10,Indonesia,4294.0,88.0,3814.0,392,328952,11765,251481,65706,1,4232.5099708974685,61.49002910253148,104.86453772833127,-16.86453772833127,3713.6736484642006,100.3263515357994,17232.509970897467,-8767.490029102531,484.86453772833124,-275.13546227166876,13013.6736484642,-5586.326351535799
223,2020-10-11,Indonesia,4497.0,79.0,3546.0,872,333449,11844,255027,66578,1,4244.807976717975,252.19202328202482,101.49163018266503,-22.491630182665034,3733.7389187713607,-187.73891877136066,17244.807976717973,-8755.192023282025,481.49163018266506,-278.50836981733494,13033.73891877136,-5566.261081228639
224,2020-10-12,Indonesia,3267.0,91.0,3492.0,-316,336716,11935,258519,66262,0,4295.24638137438,-1028.2463813743798,96.99330414613203,-5.993304146132033,3696.1911350170885,-204.19113501708853,17295.24638137438,-8704.75361862562,476.993304146132,-283.006695853868,12996.191135017089,-5603.8088649829115
225,2020-10-13,Indonesia,3906.0,92.0,4777.0,-963,340622,12027,263296,65299,1,4089.597105099504,-183.597105099504,95.79464331690563,-3.794643316905635,3655.352908013671,1121.647091986329,17089.597105099503,-8910.402894900497,475.79464331690565,-284.20535668309435,12955.35290801367,-5644.6470919863295
226,2020-10-14,Indonesia,4127.0,129.0,4555.0,-557,344749,12156,267851,64742,1,4052.8776840796036,74.12231592039643,95.03571465352452,33.96428534647548,3879.682326410937,675.3176735890629,17052.877684079605,-8947.122315920396,475.0357146535245,-284.9642853464755,13179.682326410937,-5420.317673589063
227,2020-10-15,Indonesia,4411.0,112.0,5810.0,-1511,349160,12268,273661,63231,1,4067.702147263683,343.29785273631705,101.82857172281962,10.171428277180382,4014.7458611287498,1795.2541388712502,17067.702147263684,-8932.297852736318,481.8285717228196,-278.1714282771804,13314.74586112875,-5285.254138871251
228,2020-10-16,Indonesia,4301.0,79.0,3883.0,339,353461,12347,277544,63570,0,4136.361717810946,164.63828218905383,103.86285737825571,-24.86285737825571,4373.796688902999,-490.79668890299945,17136.361717810945,-8863.638282189055,483.86285737825574,-276.13714262174426,13673.796688903,-4926.203311097001
229,2020-10-17,Indonesia,4301.0,84.0,4048.0,169,357762,12431,281592,63739,1,4169.289374248757,131.71062575124324,98.89028590260457,-14.890285902604575,4275.6373511224,-227.6373511224001,17169.289374248758,-8830.710625751242,478.89028590260455,-281.10971409739545,13575.637351122401,-5024.3626488776
230,2020-10-18,Indonesia,4105.0,80.0,3732.0,293,361867,12511,285324,64032,0,4195.631499399005,-90.6314993990054,95.91222872208367,-15.912228722083668,4230.10988089792,-498.10988089792045,17195.631499399005,-8804.368500600995,475.9122287220837,-284.0877712779163,13530.10988089792,-5069.89011910208
231,2020-10-19,Indonesia,3373.0,106.0,3919.0,-652,365240,12617,289243,63380,0,4177.505199519204,-804.5051995192043,92.72978297766694,13.270217022333057,4130.487904718337,-211.48790471833672,17177.505199519204,-8822.494800480796,472.72978297766696,-287.27021702233304,13430.487904718337,-5169.512095281663
232,2020-10-20,Indonesia,3602.0,117.0,4410.0,-925,368842,12734,293653,62455,1,4016.6041596153636,-414.60415961536364,95.38382638213356,21.616173617866437,4088.1903237746697,321.80967622533035,17016.604159615363,-8983.395840384637,475.3838263821336,-284.6161736178664,13388.19032377467,-5211.80967622533
233,2020-10-21,Indonesia,4267.0,123.0,3856.0,288,373109,12857,297509,62743,1,3933.683327692291,333.3166723077088,99.70706110570686,23.292938894293144,4152.552259019736,-296.5522590197361,16933.68332769229,-9066.316672307708,479.7070611057069,-280.2929388942931,13452.552259019736,-5147.447740980264
234,2020-10-22,Indonesia,4432.0,102.0,3497.0,833,377541,12959,301006,63576,1,4000.346662153833,431.6533378461668,104.3656488845655,-2.365648884565502,4093.241807215789,-596.2418072157889,17000.346662153832,-8999.653337846166,484.36564888456553,-275.63435111543447,13393.241807215789,-5206.758192784211
235,2020-10-23,Indonesia,4369.0,118.0,4094.0,157,381910,13077,305100,63733,0,4086.677329723067,282.32267027693297,103.89251910765242,14.107480892347581,3973.9934457726313,120.00655422736872,17086.67732972307,-8913.322670276933,483.89251910765245,-276.10748089234755,13273.99344577263,-5326.006554227369
236,2020-10-24,Indonesia,4070.0,128.0,4119.0,-177,385980,13205,309219,63556,0,4143.141863778454,-73.14186377845363,106.71401528612193,21.285984713878065,3997.9947566181054,121.00524338189462,17143.14186377845,-8856.858136221546,486.71401528612193,-273.28598471387807,13297.994756618105,-5302.005243381895
237,2020-10-25,Indonesia,3732.0,94.0,4545.0,-907,389712,13299,313764,62649,0,4128.5134910227625,-396.51349102276254,110.97121222889754,-16.971212228897542,4022.1958052944847,522.8041947055153,17128.513491022764,-8871.486508977237,490.97121222889757,-269.02878777110243,13322.195805294485,-5277.804194705515
238,2020-10-26,Indonesia,3222.0,112.0,3908.0,-798,392934,13411,317672,61851,0,4049.2107928182104,-827.2107928182104,107.57696978311803,4.423030216881969,4126.756644235587,-218.75664423558737,17049.21079281821,-8950.78920718179,487.57696978311805,-272.42303021688195,13426.756644235587,-5173.243355764413
239,2020-10-27,Indonesia,3520.0,101.0,4576.0,-1157,396454,13512,322248,60694,1,3883.7686342545685,-363.7686342545685,108.46157582649444,-7.461575826494439,4083.00531538847,492.9946846115299,16883.768634254568,-9116.231365745432,488.4615758264944,-271.5384241735056,13383.00531538847,-5216.99468461153
240,2020-10-28,Indonesia,4029.0,100.0,3545.0,384,400483,13612,325793,61078,1,3811.014907403655,217.9850925963451,106.96926066119556,-6.9692606611955625,4181.604252310776,-636.6042523107762,16811.014907403656,-9188.985092596346,486.96926066119556,-273.03073933880444,13481.604252310775,-5118.395747689224
241,2020-10-29,Indonesia,3565.0,89.0,3985.0,-509,404048,13701,329778,60569,0,3854.6119259229245,-289.61192592292446,105.57540852895646,-16.57540852895646,4054.283401848621,-69.283401848621,16854.611925922924,-9145.388074077076,485.5754085289565,-274.4245914710435,13354.283401848621,-5245.716598151379
242,2020-10-30,Indonesia,2897.0,81.0,4517.0,-1701,406945,13782,334295,58868,0,3796.68954073834,-899.6895407383399,102.26032682316517,-21.260326823165173,4040.426721478897,476.573278521103,16796.68954073834,-9203.31045926166,482.2603268231652,-277.7396731768348,13340.426721478896,-5259.573278521103
243,2020-10-31,Indonesia,3143.0,87.0,3506.0,-450,410088,13869,337801,58418,1,3616.751632590672,-473.7516325906722,98.00826145853215,-11.008261458532147,4135.741377183118,-629.741377183118,16616.751632590673,-9383.248367409327,478.00826145853216,-281.99173854146784,13435.741377183118,-5164.258622816882
244,2020-11-01,Indonesia,2696.0,74.0,4141.0,-1519,412784,13943,341942,56899,0,3522.001306072538,-826.0013060725378,95.80660916682572,-21.806609166825723,4009.7931017464944,131.20689825350564,16522.00130607254,-9477.998693927462,475.80660916682575,-284.19339083317425,13309.793101746494,-5290.206898253506
245,2020-11-02,Indonesia,2618.0,101.0,3624.0,-1107,415402,14044,345566,55792,0,3356.8010448580308,-738.8010448580308,91.44528733346058,9.554712666539416,4036.034481397196,-412.03448139719603,16356.801044858032,-9643.198955141968,471.44528733346056,-288.55471266653944,13336.034481397197,-5263.965518602804
246,2020-11-03,Indonesia,2973.0,102.0,3931.0,-1060,418375,14146,349497,54732,1,3209.0408358864247,-236.0408358864247,93.35622986676847,8.643770133231527,3953.627585117757,-22.627585117757008,16209.040835886424,-9790.959164113576,473.35622986676844,-286.64377013323156,13253.627585117756,-5346.372414882243
247,2020-11-04,Indonesia,3356.0,113.0,3785.0,-542,421731,14259,353282,54190,1,3161.83266870914,194.16733129086015,95.08498389341479,17.915016106585213,3949.1020680942056,-164.1020680942056,16161.83266870914,-9838.16733129086,475.0849838934148,-284.9150161065852,13249.102068094206,-5350.897931905794
248,2020-11-05,Indonesia,4065.0,89.0,3860.0,116,425796,14348,357142,54306,1,3200.6661349673122,864.3338650326878,98.66798711473183,-9.66798711473183,3916.2816544753646,-56.281654475364576,16200.666134967312,-9799.333865032688,478.66798711473183,-281.33201288526817,13216.281654475364,-5383.718345524636
249,2020-11-06,Indonesia,3778.0,94.0,3563.0,121,429574,14442,360705,54427,0,3373.53290797385,404.4670920261501,96.73438969178547,-2.7343896917854664,3905.025323580292,-342.025323580292,16373.53290797385,-9626.46709202615,476.73438969178545,-283.26561030821455,13205.025323580292,-5394.974676419708
250,2020-11-07,Indonesia,4262.0,98.0,3712.0,452,433836,14540,364417,54879,1,3454.42632637908,807.5736736209201,96.18751175342838,1.8124882465716183,3836.6202588642336,-124.62025886423362,16454.426326379078,-9545.57367362092,476.1875117534284,-283.8124882465716,13136.620258864234,-5463.379741135766
251,2020-11-08,Indonesia,3880.0,74.0,3881.0,-75,437716,14614,368298,54804,0,3615.941061103264,264.058938896736,96.55000940274272,-22.550009402742717,3811.6962070913874,69.30379290861265,16615.941061103265,-9384.058938896736,476.5500094027427,-283.4499905972573,13111.696207091387,-5488.303792908613
252,2020-11-09,Indonesia,2853.0,75.0,3968.0,-1190,440569,14689,372266,53614,0,3668.7528488826115,-815.7528488826115,92.04000752219417,-17.040007522194173,3825.5569656731104,142.44303432688957,16668.75284888261,-9331.247151117388,472.0400075221942,-287.9599924778058,13125.55696567311,-5474.44303432689
253,2020-11-10,Indonesia,3779.0,72.0,3475.0,232,444348,14761,375741,53846,1,3505.602279106089,273.3977208939109,88.63200601775534,-16.632006017755344,3854.0455725384886,-379.0455725384886,16505.60227910609,-9494.39772089391,468.6320060177553,-291.3679939822447,13154.045572538489,-5445.954427461511
254,2020-11-11,Indonesia,3770.0,75.0,3241.0,454,448118,14836,378982,54300,0,3560.2818232848717,209.71817671512827,85.30560481420429,-10.305604814204287,3778.2364580307913,-537.2364580307913,16560.281823284873,-9439.718176715129,465.3056048142043,-294.6943951857957,13078.236458030791,-5521.763541969209
255,2020-11-12,Indonesia,4173.0,97.0,3102.0,974,452291,14933,382084,55274,1,3602.2254586278978,570.7745413721022,83.24448385136343,13.755516148636573,3670.7891664246335,-568.7891664246335,16602.225458627898,-9397.774541372102,463.24448385136344,-296.75551614863656,12970.789166424634,-5629.210833575366
256,2020-11-13,Indonesia,5444.0,104.0,3010.0,2330,457735,15037,385094,57604,1,3716.380366902318,1727.6196330976818,85.99558708109075,18.004412918909253,3557.031333139707,-547.0313331397069,16716.38036690232,-9283.619633097682,465.9955870810908,-294.0044129189092,12857.031333139706,-5742.9686668602935
257,2020-11-14,Indonesia,5272.0,111.0,3000.0,2161,463007,15148,388094,59765,0,4061.904293521855,1210.095706478145,89.5964696648726,21.4035303351274,3447.625066511766,-447.6250665117659,17061.904293521853,-8938.095706478145,469.5964696648726,-290.4035303351274,12747.625066511766,-5852.374933488234
258,2020-11-15,Indonesia,4106.0,63.0,3897.0,146,467113,15211,391991,59911,0,4303.923434817484,-197.92343481748412,93.87717573189809,-30.87717573189809,3358.100053209413,538.8999467905869,17303.923434817483,-8696.076565182517,473.8771757318981,-286.1228242681019,12658.100053209413,-5941.899946790587
259,2020-11-16,Indonesia,3535.0,85.0,3452.0,-2,470648,15296,395443,59909,0,4264.338747853987,-729.3387478539871,87.70174058551848,-2.701740585518479,3465.880042567531,-13.880042567530836,17264.338747853988,-8735.661252146012,467.70174058551845,-292.29825941448155,12765.88004256753,-5834.119957432469
260,2020-11-17,Indonesia,3807.0,97.0,3193.0,517,474455,15393,398636,60426,1,4118.47099828319,-311.47099828319006,87.16139246841479,9.838607531585211,3463.104034054025,-270.10403405402485,17118.470998283192,-8881.52900171681,467.16139246841476,-292.83860753158524,12763.104034054024,-5836.895965945975
261,2020-11-18,Indonesia,4265.0,110.0,3711.0,444,478720,15503,402347,60870,1,4056.176798626552,208.82320137344777,89.12911397473184,20.870886025268163,3409.08322724322,301.9167727567801,17056.17679862655,-8943.823201373449,469.1291139747318,-290.8708860252682,12709.08322724322,-5890.91677275678
262,2020-11-19,Indonesia,4798.0,97.0,4265.0,436,483518,15600,406612,61306,1,4097.941438901242,700.0585610987582,93.30329117978548,3.696708820214525,3469.466581794576,795.5334182054239,17097.94143890124,-8902.058561098758,473.30329117978545,-286.69670882021455,12769.466581794575,-5830.533418205424
263,2020-11-20,Indonesia,4792.0,78.0,3940.0,774,488310,15678,410552,62080,0,4237.953151120993,554.0468488790066,94.0426329438284,-16.042632943828394,3628.573265435661,311.42673456433886,17237.953151120993,-8762.046848879007,474.0426329438284,-285.9573670561716,12928.573265435662,-5671.426734564338
264,2020-11-21,Indonesia,4998.0,96.0,3403.0,1499,493308,15774,413955,63579,1,4348.762520896795,649.2374791032053,90.83410635506272,5.1658936449372845,3690.8586123485293,-287.8586123485293,17348.762520896795,-8651.237479103205,470.8341063550627,-289.1658936449373,12990.85861234853,-5609.141387651471
265,2020-11-22,Indonesia,4360.0,110.0,4233.0,17,497668,15884,418188,63596,0,4478.610016717436,-118.61001671743634,91.86728508405018,18.13271491594982,3633.2868898788233,599.7131101211767,17478.610016717437,-8521.389983282563,471.8672850840502,-288.1327149159498,12933.286889878824,-5666.713110121176
