,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Increasing,New Cases EMA,New Cases Difference,New Deaths EMA,New Deaths Difference,New Recovered EMA,New Recovered Difference
41,2020-04-12,Indonesia,399,46,73,280,4241,373,359,3509,1,237.19343502501474,161.80656497498526,19.97956498499102,26.02043501500898,17.528715062975706,55.47128493702429
42,2020-04-13,Indonesia,316,26,21,269,4557,399,380,3778,0,269.5547480200118,46.4452519799882,25.183651987992818,0.8163480120071824,28.622972050380568,-7.622972050380568
43,2020-04-14,Indonesia,282,60,46,176,4839,459,426,3954,0,278.84379841600946,3.156201583990537,25.346921590394256,34.65307840960574,27.098377640304456,18.901622359695544
44,2020-04-15,Indonesia,297,10,20,267,5136,469,446,4221,1,279.47503873280755,17.524961267192452,32.277537272315406,-22.277537272315406,30.878702112243566,-10.878702112243566
45,2020-04-16,Indonesia,380,27,102,251,5516,496,548,4472,1,282.98003098624605,97.01996901375395,27.822029817852325,-0.8220298178523251,28.702961689794854,73.29703831020515
46,2020-04-17,Indonesia,407,24,59,324,5923,520,607,4796,1,302.38402478899684,104.61597521100316,27.65762385428186,-3.6576238542818587,43.36236935183589,15.637630648164112
47,2020-04-18,Indonesia,325,15,24,286,6248,535,631,5082,0,323.3072198311975,1.6927801688025284,26.926099083425488,-11.926099083425488,46.48989548146871,-22.489895481468707
48,2020-04-19,Indonesia,327,47,55,225,6575,582,686,5307,1,323.645775864958,3.3542241350419886,24.54087926674039,22.45912073325961,41.991916385174974,13.008083614825026
49,2020-04-20,Indonesia,185,8,61,116,6760,590,747,5423,0,324.3166206919665,-139.31662069196648,29.032703413392312,-21.032703413392312,44.59353310813998,16.40646689186002
50,2020-04-21,Indonesia,375,26,95,254,7135,616,842,5677,1,296.4532965535732,78.54670344642682,24.826162730713854,1.173837269286146,47.874826486511985,47.125173513488015
51,2020-04-22,Indonesia,283,19,71,193,7418,635,913,5870,0,312.1626372428585,-29.162637242858523,25.060930184571085,-6.060930184571085,57.29986118920959,13.700138810790413
52,2020-04-23,Indonesia,357,12,47,298,7775,647,960,6168,1,306.33010979428684,50.66989020571316,23.84874414765687,-11.84874414765687,60.03988895136767,-13.039888951367672
53,2020-04-24,Indonesia,436,42,42,352,8211,689,1002,6520,1,316.4640878354295,119.5359121645705,21.4789953181255,20.5210046818745,57.43191116109414,-15.431911161094142
54,2020-04-25,Indonesia,396,31,40,325,8607,720,1042,6845,0,340.3712702683436,55.62872973165639,25.5831962545004,5.4168037454996,54.34552892887532,-14.345528928875318
55,2020-04-26,Indonesia,275,23,65,187,8882,743,1107,7032,0,351.4970162146749,-76.49701621467489,26.66655700360032,-3.666557003600321,51.476423143100256,13.523576856899744
56,2020-04-27,Indonesia,214,22,44,148,9096,765,1151,7180,0,336.19761297173994,-122.19761297173994,25.93324560288026,-3.933245602880259,54.18113851448021,-10.18113851448021
57,2020-04-28,Indonesia,415,8,103,304,9511,773,1254,7484,1,311.75809037739197,103.24190962260803,25.14659648230421,-17.14659648230421,52.14491081158417,50.85508918841583
58,2020-04-29,Indonesia,260,11,137,112,9771,784,1391,7596,0,332.4064723019136,-72.4064723019136,21.717277185843372,-10.717277185843372,62.31592864926734,74.68407135073267
59,2020-04-30,Indonesia,347,8,131,208,10118,792,1522,7804,1,317.9251778415309,29.07482215846909,19.573821748674696,-11.573821748674696,77.25274291941388,53.747257080586124
60,2020-05-01,Indonesia,433,8,69,356,10551,800,1591,8160,1,323.7401422732247,109.2598577267753,17.25905739893976,-9.25905739893976,88.0021943355311,-19.0021943355311
61,2020-05-02,Indonesia,292,31,74,187,10843,831,1665,8347,0,345.5921138185798,-53.592113818579776,15.407245919151809,15.592754080848191,84.20175546842488,-10.201755468424878
62,2020-05-03,Indonesia,349,14,211,124,11192,845,1876,8471,1,334.8736910548638,14.126308945136202,18.525796735321446,-4.525796735321446,82.1614043747399,128.8385956252601
63,2020-05-04,Indonesia,395,19,78,298,11587,864,1954,8769,1,337.69895284389105,57.30104715610895,17.62063738825716,1.3793626117428417,107.92912349979193,-29.929123499791928
64,2020-05-05,Indonesia,484,8,243,233,12071,872,2197,9002,1,349.15916227511286,134.84083772488714,17.896509910605726,-9.896509910605726,101.94329879983354,141.05670120016646
65,2020-05-06,Indonesia,367,23,120,224,12438,895,2317,9226,0,376.1273298200903,-9.127329820090324,15.917207928484581,7.082792071515419,130.15463903986685,-10.15463903986685
66,2020-05-07,Indonesia,338,35,64,239,12776,930,2381,9465,0,374.30186385607226,-36.30186385607226,17.333766342787666,17.666233657212334,128.12371123189348,-64.12371123189348
67,2020-05-08,Indonesia,336,13,113,210,13112,943,2494,9675,0,367.04149108485785,-31.041491084857853,20.867013074230133,-7.867013074230133,115.29896898551479,-2.29896898551479
68,2020-05-09,Indonesia,533,16,113,404,13645,959,2607,10079,1,360.8331928678863,172.16680713211372,19.29361045938411,-3.2936104593841087,114.83917518841184,-1.8391751884118435
69,2020-05-10,Indonesia,387,14,91,282,14032,973,2698,10361,0,395.26655429430906,-8.26655429430906,18.634888367507287,-4.634888367507287,114.47134015072947,-23.471340150729475
70,2020-05-11,Indonesia,233,18,183,32,14265,991,2881,10393,0,393.6132434354473,-160.61324343544732,17.70791069400583,0.29208930599417116,109.77707212058358,73.22292787941642
71,2020-05-12,Indonesia,484,16,182,286,14749,1007,3063,10679,1,361.4905947483579,122.50940525164208,17.766328555204666,-1.766328555204666,124.42165769646687,57.578342303533134
72,2020-05-13,Indonesia,689,21,224,444,15438,1028,3287,11123,1,385.99247579868637,303.00752420131363,17.413062844163733,3.5869371558362673,135.9373261571735,88.06267384282651
73,2020-05-14,Indonesia,568,15,231,322,16006,1043,3518,11445,0,446.5939806389491,121.40601936105088,18.130450275330986,-3.130450275330986,153.5498609257388,77.45013907426119
74,2020-05-15,Indonesia,490,33,285,172,16496,1076,3803,11617,0,470.8751845111593,19.12481548884068,17.50436022026479,15.49563977973521,169.03988874059104,115.96011125940896
75,2020-05-16,Indonesia,529,13,108,408,17025,1089,3911,12025,1,474.70014760892747,54.299852391072534,20.603488176211833,-7.603488176211833,192.23191099247285,-84.23191099247285
76,2020-05-17,Indonesia,489,59,218,212,17514,1148,4129,12237,0,485.56011808714203,3.4398819128579703,19.08279054096947,39.91720945903053,175.3855287939783,42.614471206021705
77,2020-05-18,Indonesia,496,43,195,258,18010,1191,4324,12495,1,486.24809446971364,9.751905530286365,27.06623243277558,15.933767567224422,183.90842303518264,11.091576964817364
78,2020-05-19,Indonesia,486,30,143,313,18496,1221,4467,12808,0,488.19847557577094,-2.198475575770942,30.252985946220463,-0.25298594622046267,186.12673842814613,-43.126738428146126
79,2020-05-20,Indonesia,693,21,108,564,19189,1242,4575,13372,1,487.7587804606168,205.24121953938322,30.202388756976372,-9.202388756976372,177.5013907425169,-69.50139074251689
80,2020-05-21,Indonesia,973,36,263,674,20162,1278,4838,14046,1,528.8070243684934,444.19297563150656,28.3619110055811,7.638088994418901,163.6011125940135,99.3988874059865
81,2020-05-22,Indonesia,634,48,219,367,20796,1326,5057,14413,0,617.6456194947948,16.3543805052052,29.88952880446488,18.11047119553512,183.4808900752108,35.519109924789205
82,2020-05-23,Indonesia,949,25,192,732,21745,1351,5249,15145,1,620.9164955958358,328.08350440416416,33.51162304357191,-8.511623043571909,190.58471206016864,1.4152879398313587
83,2020-05-24,Indonesia,526,21,153,352,22271,1372,5402,15497,0,686.5331964766688,-160.53319647666876,31.809298434857528,-10.809298434857528,190.86776964813492,-37.867769648134924
84,2020-05-25,Indonesia,479,19,240,220,22750,1391,5642,15717,0,654.426557181335,-175.42655718133506,29.647438747886024,-10.647438747886024,183.29421571850793,56.70578428149207
85,2020-05-26,Indonesia,415,27,235,153,23165,1418,5877,15870,0,619.3412457450681,-204.34124574506814,27.517950998308823,-0.5179509983088231,194.63537257480635,40.364627425193646
86,2020-05-27,Indonesia,686,55,180,451,23851,1473,6057,16321,1,578.4729965960546,107.5270034039454,27.41436079864706,27.58563920135294,202.7082980598451,-22.708298059845106
87,2020-05-28,Indonesia,687,23,183,481,24538,1496,6240,16802,1,599.9783972768437,87.02160272315632,32.93148863891765,-9.93148863891765,198.1666384478761,-15.166638447876096
88,2020-05-29,Indonesia,678,24,252,402,25216,1520,6492,17204,0,617.382717821475,60.61728217852499,30.945190911134123,-6.945190911134123,195.1333107583009,56.866689241699106
89,2020-05-30,Indonesia,557,53,523,-19,25773,1573,7015,17185,0,629.5061742571801,-72.50617425718008,29.5561527289073,23.4438472710927,206.50664860664074,316.49335139335926
90,2020-05-31,Indonesia,700,40,293,367,26473,1613,7308,17552,1,615.004939405744,84.99506059425596,34.244922183125844,5.755077816874156,269.8053188853126,23.1946811146874
91,2020-06-01,Indonesia,467,28,329,110,26940,1641,7637,17662,0,632.0039515245953,-165.00395152459532,35.39593774650068,-7.395937746500678,274.4442551082501,54.555744891749896
92,2020-06-02,Indonesia,609,22,298,289,27549,1663,7935,17951,1,599.0031612196763,9.996838780323742,33.91675019720054,-11.916750197200543,285.3554040866001,12.644595913399883
93,2020-06-03,Indonesia,684,35,471,178,28233,1698,8406,18129,1,601.002528975741,82.99747102425897,31.533400157760433,3.4665998422395674,287.8843232692801,183.11567673071988
94,2020-06-04,Indonesia,585,23,486,76,28818,1721,8892,18205,0,617.6020231805928,-32.60202318059282,32.22672012620835,-9.226720126208349,324.5074586154241,161.49254138457587
95,2020-06-05,Indonesia,703,49,551,103,29521,1770,9443,18308,1,611.0816185444743,91.91838145552572,30.381376100966683,18.618623899033317,356.8059668923393,194.1940331076607
96,2020-06-06,Indonesia,993,31,464,498,30514,1801,9907,18806,1,629.4652948355795,363.53470516442053,34.10510088077335,-3.1051008807733496,395.6447735138714,68.35522648612857
97,2020-06-07,Indonesia,672,50,591,31,31186,1851,10498,18837,0,702.1722358684636,-30.172235868463645,33.484080704618684,16.515919295381316,409.3158188110972,181.6841811889028
98,2020-06-08,Indonesia,847,32,406,409,32033,1883,10904,19246,1,696.137788694771,150.86221130522904,36.78726456369495,-4.787264563694947,445.65265504887776,-39.65265504887776
99,2020-06-09,Indonesia,1042,40,510,492,33075,1923,11414,19738,1,726.3102309558168,315.6897690441832,35.82981165095596,4.1701883490440395,437.7221240391022,72.2778759608978
100,2020-06-10,Indonesia,1241,36,715,490,34316,1959,12129,20228,1,789.4481847646534,451.55181523534657,36.66384932076477,-0.6638493207647684,452.1776992312818,262.8223007687182
101,2020-06-11,Indonesia,979,41,507,431,35295,2000,12636,20659,0,879.7585478117228,99.24145218827721,36.53107945661182,4.46892054338818,504.74215938502545,2.2578406149745547
102,2020-06-12,Indonesia,1111,48,577,486,36406,2048,13213,21145,1,899.6068382493784,211.39316175062163,37.424863565289456,10.575136434710544,505.1937275080204,71.8062724919796
103,2020-06-13,Indonesia,1014,43,563,408,37420,2091,13776,21553,0,941.8854705995028,72.11452940049719,39.539890852231565,3.460109147768435,519.5549820064164,43.44501799358363
104,2020-06-14,Indonesia,857,43,755,59,38277,2134,14531,21612,0,956.3083764796022,-99.3083764796022,40.23191268178525,2.7680873182147465,528.2439856051332,226.75601439486684
105,2020-06-15,Indonesia,1017,64,592,361,39294,2198,15123,21973,1,936.4467011836817,80.55329881631826,40.785530145428204,23.214469854571796,573.5951884841065,18.40481151589347
106,2020-06-16,Indonesia,1106,33,580,493,40400,2231,15703,22466,1,952.5573609469454,153.44263905305456,45.42842411634257,-12.428424116342569,577.2761507872852,2.7238492127147538
107,2020-06-17,Indonesia,1031,45,540,446,41431,2276,16243,22912,0,983.2458887575565,47.754111242443514,42.942739293074055,2.0572607069259448,577.8209206298282,-37.82092062982815
108,2020-06-18,Indonesia,1331,63,555,713,42762,2339,16798,23625,1,992.7967110060453,338.20328899395474,43.354191434459246,19.645808565540754,570.2567365038626,-15.256736503862612
109,2020-06-19,Indonesia,1041,34,551,456,43803,2373,17349,24081,0,1060.4373688048363,-19.437368804836296,47.2833531475674,-13.283353147567396,567.2053892030901,-16.205389203090135
110,2020-06-20,Indonesia,1226,56,534,636,45029,2429,17883,24717,1,1056.5498950438691,169.45010495613087,44.626682518053926,11.373317481946074,563.9643113624721,-29.96431136247213
111,2020-06-21,Indonesia,862,36,521,305,45891,2465,18404,25022,0,1090.4399160350954,-228.4399160350954,46.90134601444314,-10.901346014443142,557.9714490899778,-36.971449089977796
112,2020-06-22,Indonesia,954,35,331,588,46845,2500,18735,25610,1,1044.7519328280764,-90.7519328280764,44.72107681155452,-9.721076811554518,550.5771592719823,-219.57715927198228
113,2020-06-23,Indonesia,1051,35,506,510,47896,2535,19241,26120,1,1026.6015462624612,24.39845373753883,42.77686144924362,-7.7768614492436186,506.66172741758584,-0.661727417585837
114,2020-06-24,Indonesia,1113,38,417,658,49009,2573,19658,26778,1,1031.481237009969,81.51876299003106,41.2214891593949,-3.221489159394899,506.5293819340687,-89.52938193406868
115,2020-06-25,Indonesia,1178,47,791,340,50187,2620,20449,27118,1,1047.7849896079751,130.21501039202485,40.57719132751592,6.422808672484081,488.6235055472549,302.3764944527451
116,2020-06-26,Indonesia,1240,63,884,293,51427,2683,21333,27411,1,1073.8279916863803,166.1720083136197,41.86175306201274,21.13824693798726,549.098804437804,334.901195562196
117,2020-06-27,Indonesia,1385,37,576,772,52812,2720,21909,28183,1,1107.0623933491042,277.93760665089576,46.08940244961019,-9.08940244961019,616.0790435502432,-40.07904355024323
118,2020-06-28,Indonesia,1198,34,1027,137,54010,2754,22936,28320,0,1162.6499146792835,35.350085320716516,44.27152195968815,-10.271521959688151,608.0632348401946,418.9367651598054
119,2020-06-29,Indonesia,1082,51,864,167,55092,2805,23800,28487,0,1169.719931743427,-87.71993174342697,42.217217567750524,8.782782432249476,691.8505878721556,172.14941212784436
120,2020-06-30,Indonesia,1293,71,1006,216,56385,2876,24806,28703,1,1152.1759453947416,140.82405460525842,43.973774054200426,27.026225945799574,726.2804702977246,279.7195297022754
121,2020-07-01,Indonesia,1385,58,789,538,57770,2934,25595,29241,1,1180.3407563157934,204.65924368420656,49.37901924336035,8.620980756639653,782.2243762381797,6.77562376182027
122,2020-07-02,Indonesia,1624,53,1072,499,59394,2987,26667,29740,1,1221.2726050526348,402.72739494736516,51.103215394688284,1.8967846053117157,783.5795009905439,288.4204990094561
123,2020-07-03,Indonesia,1301,49,901,351,60695,3036,27568,30091,0,1301.818084042108,-0.818084042108012,51.48257231575063,-2.4825723157506303,841.2636007924351,59.73639920756489
124,2020-07-04,Indonesia,1447,53,651,743,62142,3089,28219,30834,1,1301.6544672336865,145.34553276631345,50.98605785260051,2.01394214739949,853.2108806339481,-202.21088063394814
125,2020-07-05,Indonesia,1607,82,886,639,63749,3171,29105,31473,1,1330.7235737869494,276.2764262130506,51.388846282080415,30.611153717919585,812.7687045071586,73.23129549284135
126,2020-07-06,Indonesia,1209,70,814,325,64958,3241,29919,31798,0,1385.9788590295595,-176.97885902955954,57.511077025664335,12.488922974335665,827.414963605727,-13.414963605727053
127,2020-07-07,Indonesia,1268,68,866,334,66226,3309,30785,32132,1,1350.5830872236477,-82.58308722364768,60.00886162053147,7.991138379468531,824.7319708845816,41.26802911541836
128,2020-07-08,Indonesia,1853,50,800,1003,68079,3359,31585,33135,1,1334.0664697789184,518.9335302210816,61.60708929642518,-11.60708929642518,832.9855767076654,-32.98557670766536
129,2020-07-09,Indonesia,2657,58,1066,1533,70736,3417,32651,34668,1,1437.8531758231347,1219.1468241768653,59.285671437140145,-1.2856714371401452,826.3884613661323,239.61153863386767
130,2020-07-10,Indonesia,1611,52,878,681,72347,3469,33529,35349,0,1681.6825406585076,-70.6825406585076,59.02853714971212,-7.028537149712122,874.310769092906,3.6892309070940428
131,2020-07-11,Indonesia,1671,66,1190,415,74018,3535,34719,35764,1,1667.5460325268061,3.4539674731938703,57.6228297197697,8.377170280230303,875.0486152743248,314.9513847256752
132,2020-07-12,Indonesia,1681,71,919,691,75699,3606,35638,36455,1,1668.236826021445,12.76317397855496,59.29826377581576,11.701736224184238,938.0388922194599,-19.038892219459854
133,2020-07-13,Indonesia,1282,50,1051,181,76981,3656,36689,36636,0,1670.7894608171562,-388.78946081715617,61.63861102065262,-11.638611020652618,934.231113775568,116.76888622443198
134,2020-07-14,Indonesia,1591,54,947,590,78572,3710,37636,37226,1,1593.0315686537251,-2.0315686537251167,59.310888816522095,-5.310888816522095,957.5848910204545,-10.584891020454506
135,2020-07-15,Indonesia,1522,87,1414,21,80094,3797,39050,37247,0,1592.6252549229803,-70.62525492298028,58.248711053217676,28.751288946782324,955.4679128163637,458.53208718363635
136,2020-07-16,Indonesia,1574,76,1295,203,81668,3873,40345,37450,1,1578.5002039383844,-4.500203938384402,63.99896884257414,12.001031157425857,1047.174330253091,247.82566974690894
137,2020-07-17,Indonesia,1462,84,1489,-111,83130,3957,41834,37339,0,1577.6001631507077,-115.60016315070766,66.39917507405931,17.600824925940685,1096.7394642024728,392.26053579752715
138,2020-07-18,Indonesia,1752,59,1434,259,84882,4016,43268,37598,1,1554.4801305205663,197.51986947943374,69.91934005924746,-10.91934005924746,1175.1915713619783,258.8084286380217
139,2020-07-19,Indonesia,1639,127,2133,-621,86521,4143,45401,36977,0,1593.9841044164532,45.01589558354681,67.73547204739798,59.26452795260202,1226.9532570895826,906.0467429104174
140,2020-07-20,Indonesia,1693,96,1576,21,88214,4239,46977,36998,1,1602.9872835331626,90.01271646683745,79.58837763791838,16.411622362081616,1408.1626056716661,167.83739432833386
141,2020-07-21,Indonesia,1655,81,1489,85,89869,4320,48466,37083,0,1620.9898268265301,34.010173173469866,82.87070211033472,-1.8707021103347188,1441.730084537333,47.269915462667086
142,2020-07-22,Indonesia,1882,139,1789,-46,91751,4459,50255,37037,1,1627.7918614612242,254.20813853877576,82.49656168826778,56.503438311732225,1451.1840676298664,337.8159323701336
143,2020-07-23,Indonesia,1906,117,1909,-120,93657,4576,52164,36917,1,1678.6334891689796,227.36651083102038,93.79724935061422,23.202750649385777,1518.747254103893,390.25274589610694
144,2020-07-24,Indonesia,1761,89,1781,-109,95418,4665,53945,36808,0,1724.1067913351837,36.89320866481626,98.43779948049139,-9.437799480491393,1596.7978032831145,184.2021967168855
145,2020-07-25,Indonesia,1868,49,1409,410,97286,4714,55354,37218,1,1731.4854330681471,136.51456693185287,96.55023958439311,-47.55023958439311,1633.6382426264918,-224.63824262649177
146,2020-07-26,Indonesia,1492,67,1301,124,98778,4781,56655,37342,0,1758.788346454518,-266.788346454518,87.04019166751449,-20.04019166751449,1588.7105941011935,-287.71059410119346
147,2020-07-27,Indonesia,1525,57,1518,-50,100303,4838,58173,37292,1,1705.4306771636145,-180.43067716361452,83.0321533340116,-26.032153334011596,1531.168475280955,-13.168475280954908
148,2020-07-28,Indonesia,1748,63,2366,-681,102051,4901,60539,36611,1,1669.3445417308917,78.6554582691083,77.82572266720929,-14.825722667209291,1528.5347802247638,837.4652197752362
149,2020-07-29,Indonesia,2381,74,1599,708,104432,4975,62138,37319,1,1685.0756333847135,695.9243666152865,74.86057813376743,-0.860578133767433,1696.0278241798112,-97.0278241798112
150,2020-07-30,Indonesia,1904,83,2154,-333,106336,5058,64292,36986,0,1824.260506707771,79.7394932922291,74.68846250701395,8.311537492986048,1676.622259343849,477.377740656151
151,2020-07-31,Indonesia,2040,73,1615,352,108376,5131,65907,37338,1,1840.2084053662168,199.79159463378323,76.35077000561117,-3.3507700056111673,1772.0978074750792,-157.0978074750792
152,2020-08-01,Indonesia,1560,62,2012,-514,109936,5193,67919,36824,0,1880.1667242929734,-320.1667242929734,75.68061600448894,-13.68061600448894,1740.6782459800634,271.32175401993663
153,2020-08-02,Indonesia,1519,43,1056,420,111455,5236,68975,37244,0,1816.1333794343789,-297.13337943437887,72.94449280359116,-29.94449280359116,1794.942596784051,-738.9425967840509
154,2020-08-03,Indonesia,1679,66,1262,351,113134,5302,70237,37595,1,1756.7067035475031,-77.70670354750314,66.95559424287293,-0.9555942428729338,1647.154077427241,-385.15407742724096
155,2020-08-04,Indonesia,1922,86,1813,23,115056,5388,72050,37618,1,1741.1653628380025,180.83463716199753,66.76447539429834,19.235524605701656,1570.1232619417929,242.87673805820714
156,2020-08-05,Indonesia,1815,64,1839,-88,116871,5452,73889,37530,0,1777.3322902704022,37.667709729597846,70.61158031543867,-6.6115803154386725,1618.6986095534344,220.30139044656562
157,2020-08-06,Indonesia,1882,69,1756,57,118753,5521,75645,37587,1,1784.865832216322,97.1341677836781,69.28926425235095,-0.28926425235094655,1662.7588876427476,93.2411123572524
158,2020-08-07,Indonesia,2473,72,1912,489,121226,5593,77557,38076,1,1804.2926657730577,668.7073342269423,69.23141140188076,2.768588598119237,1681.4071101141983,230.5928898858017
159,2020-08-08,Indonesia,2277,65,1749,463,123503,5658,79306,38539,0,1938.0341326184462,338.96586738155384,69.78512912150461,-4.78512912150461,1727.525688091359,21.474311908641084
160,2020-08-09,Indonesia,1893,65,1646,182,125396,5723,80952,38721,0,2005.8273060947572,-112.8273060947572,68.82810329720368,-3.8281032972036826,1731.8205504730872,-85.82055047308722
161,2020-08-10,Indonesia,1687,42,1284,361,127083,5765,82236,39082,0,1983.2618448758058,-296.26184487580576,68.06248263776294,-26.06248263776294,1714.6564403784698,-430.6564403784698
162,2020-08-11,Indonesia,1693,59,1474,160,128776,5824,83710,39242,1,1924.0094759006447,-231.0094759006447,62.84998611021035,-3.8499861102103523,1628.525152302776,-154.52515230277595
163,2020-08-12,Indonesia,1942,79,2088,-225,130718,5903,85798,39017,1,1877.807580720516,64.19241927948406,62.07998888816829,16.920011111831712,1597.620121842221,490.3798781577791
164,2020-08-13,Indonesia,2098,65,1760,273,132816,5968,87558,39290,1,1890.646064576413,207.35393542358702,65.46399111053464,-0.4639911105346357,1695.6960974737767,64.30390252622328
165,2020-08-14,Indonesia,2307,53,2060,194,135123,6021,89618,39484,1,1932.1168516611306,374.88314833886943,65.37119288842771,-12.371192888427714,1708.5568779790215,351.44312202097854
166,2020-08-15,Indonesia,2345,50,1703,592,137468,6071,91321,40076,1,2007.0934813289045,337.90651867109545,62.896954310742174,-12.896954310742174,1778.8455023832173,-75.84550238321731
167,2020-08-16,Indonesia,2081,79,1782,220,139549,6150,93103,40296,0,2074.6747850631236,6.325214936876364,60.317563448593745,18.682436551406255,1763.676401906574,18.32359809342597
168,2020-08-17,Indonesia,1821,57,1355,409,141370,6207,94458,40705,0,2075.9398280504993,-254.93982805049927,64.054050758875,-7.054050758874993,1767.3411215252595,-412.3411215252595
169,2020-08-18,Indonesia,1673,70,1848,-245,143043,6277,96306,40460,0,2024.9518624403995,-351.9518624403995,62.6432406071,7.356759392900003,1684.8728972202077,163.12710277979227
170,2020-08-19,Indonesia,1902,69,2351,-518,144945,6346,98657,39942,1,1954.5614899523198,-52.56148995231979,64.11459248567999,4.885407514320008,1717.4983177761665,633.5016822238335
171,2020-08-20,Indonesia,2266,72,2017,177,147211,6418,100674,40119,1,1944.049191961856,321.95080803814403,65.091673988544,6.908326011455998,1844.1986542209333,172.80134577906665
172,2020-08-21,Indonesia,2197,82,2317,-202,149408,6500,102991,39917,0,2008.4393535694849,188.56064643051513,66.4733391908352,15.526660809164795,1878.758923376747,438.2410766232531
173,2020-08-22,Indonesia,2090,94,2207,-211,151498,6594,105198,39706,0,2046.151482855588,43.84851714441197,69.57867135266817,24.421328647331833,1966.4071387013978,240.5928612986022
174,2020-08-23,Indonesia,2037,86,2302,-351,153535,6680,107500,39355,0,2054.9211862844704,-17.921186284470423,74.46293708213453,11.53706291786547,2014.5257109611184,287.4742890388816
175,2020-08-24,Indonesia,1877,79,3560,-1762,155412,6759,111060,37593,0,2051.3369490275763,-174.33694902757634,76.77034966570763,2.229650334292373,2072.020568768895,1487.979431231105
176,2020-08-25,Indonesia,2447,99,1807,541,157859,6858,112867,38134,1,2016.4695592220612,430.5304407779388,77.21627973256611,21.783720267433893,2369.616455015116,-562.6164550151161
177,2020-08-26,Indonesia,2306,86,2542,-322,160165,6944,115409,37812,0,2102.575647377649,203.42435262235085,81.57302378605289,4.426976213947114,2257.093164012093,284.906835987907
178,2020-08-27,Indonesia,2719,120,3166,-567,162884,7064,118575,37245,1,2143.2605179021193,575.7394820978807,82.45841902884231,37.541580971157686,2314.0745312096747,851.9254687903253
179,2020-08-28,Indonesia,3003,105,2325,573,165887,7169,120900,37818,1,2258.4084143216955,744.5915856783045,89.96673522307385,15.033264776926146,2484.4596249677397,-159.45962496773973
180,2020-08-29,Indonesia,3308,92,1902,1314,169195,7261,122802,39132,1,2407.3267314573563,900.6732685426437,92.97338817845909,-0.9733881784590892,2452.567699974192,-550.5676999741918
181,2020-08-30,Indonesia,2858,82,1383,1393,172053,7343,124185,40525,0,2587.461385165885,270.5386148341149,92.77871054276729,-10.778710542767286,2342.4541599793533,-959.4541599793533
182,2020-08-31,Indonesia,2743,74,1774,895,174796,7417,125959,41420,0,2641.569108132708,101.43089186729185,90.62296843421383,-16.62296843421383,2150.563327983483,-376.56332798348285
183,2020-09-01,Indonesia,2775,88,2098,589,177571,7505,128057,42009,1,2661.8552865061665,113.14471349383348,87.29837474737107,0.7016252526289293,2075.2506623867866,22.749337613213356
184,2020-09-02,Indonesia,3075,111,1914,1050,180646,7616,129971,43059,1,2684.4842292049334,390.5157707950666,87.43869979789687,23.561300202103126,2079.8005299094293,-165.80052990942932
185,2020-09-03,Indonesia,3622,134,2084,1404,184268,7750,132055,44463,1,2762.5873833639466,859.4126166360534,92.1509598383175,41.849040161682495,2046.6404239275435,37.35957607245655
186,2020-09-04,Indonesia,3269,82,2126,1061,187537,7832,134181,45524,0,2934.4699066911576,334.5300933088424,100.520767870654,-18.520767870653998,2054.112339142035,71.88766085796487
187,2020-09-05,Indonesia,3128,108,2220,800,190665,7940,136401,46324,0,3001.3759253529265,126.62407464707348,96.81661429652321,11.183385703476787,2068.489871313628,151.5101286863719
188,2020-09-06,Indonesia,3444,85,2174,1185,194109,8025,138575,47509,1,3026.700740282341,417.29925971765897,99.05329143721858,-14.053291437218576,2098.7918970509027,75.20810294909734
189,2020-09-07,Indonesia,2880,105,2077,698,196989,8130,140652,48207,0,3110.160592225873,-230.1605922258732,96.24263314977486,8.75736685022514,2113.833517640722,-36.83351764072222
190,2020-09-08,Indonesia,3046,100,2306,640,200035,8230,142958,48847,1,3064.1284737806986,-18.12847378069864,97.9941065198199,2.005893480180106,2106.466814112578,199.53318588742195
191,2020-09-09,Indonesia,3307,106,2242,959,203342,8336,145200,49806,1,3060.5027790245595,246.49722097544054,98.39528521585592,7.604714784144079,2146.373451290063,95.6265487099372
192,2020-09-10,Indonesia,3861,120,2310,1431,207203,8456,147510,51237,1,3109.8022232196477,751.1977767803523,99.91622817268474,20.08377182731526,2165.4987610320504,144.50123896794958
