,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Growth Factor of New Cases,Increasing
21598,2021-06-14,Gorontalo,0,2,1,-3,5557,180,5339,38,11257,1180651,104.88,0.0,0
21599,2021-06-15,Gorontalo,18,0,0,18,5575,180,5339,56,11257,1180651,104.88,0.0,0
21600,2021-06-16,Gorontalo,2,0,0,2,5577,180,5339,58,11257,1180651,104.88,0.1111111111111111,0
21601,2021-06-17,Gorontalo,0,0,1,-1,5577,180,5340,57,11257,1180651,104.88,0.0,0
21602,2021-06-18,Gorontalo,28,0,0,28,5605,180,5340,85,11257,1180651,104.88,0.0,0
21603,2021-06-19,Gorontalo,9,0,0,9,5614,180,5340,94,11257,1180651,104.88,0.32142857142857145,0
21604,2021-06-20,Gorontalo,10,0,0,10,5624,180,5340,104,11257,1180651,104.88,1.1111111111111112,1
21605,2021-06-21,Gorontalo,66,0,0,66,5690,180,5340,170,11257,1180651,104.88,6.6,1
21606,2021-06-22,Gorontalo,0,0,1,-1,5690,180,5341,169,11257,1180651,104.88,0.0,0
21607,2021-06-23,Gorontalo,33,0,1,32,5723,180,5342,201,11257,1180651,104.88,0.0,0
21608,2021-06-24,Gorontalo,0,0,0,0,5723,180,5342,201,11257,1180651,104.88,0.0,0
21609,2021-06-25,Gorontalo,19,0,1,18,5742,180,5343,219,11257,1180651,104.88,0.0,0
21610,2021-06-26,Gorontalo,41,1,13,27,5783,181,5356,246,11257,1180651,104.88,2.1578947368421053,1
21611,2021-06-27,Gorontalo,36,0,14,22,5819,181,5370,268,11257,1180651,104.88,0.8780487804878049,0
21612,2021-06-28,Gorontalo,18,0,5,13,5837,181,5375,281,11257,1180651,104.88,0.5,0
21613,2021-06-29,Gorontalo,10,1,40,-31,5847,182,5415,250,11257,1180651,104.88,0.5555555555555556,0
21614,2021-06-30,Gorontalo,0,0,3,-3,5847,182,5418,247,11257,1180651,104.88,0.0,0
21615,2021-07-01,Gorontalo,27,0,26,1,5874,182,5444,248,11257,1180651,104.88,0.0,0
21616,2021-07-02,Gorontalo,25,2,21,2,5899,184,5465,250,11257,1180651,104.88,0.9259259259259259,0
21617,2021-07-03,Gorontalo,14,0,27,-13,5913,184,5492,237,11257,1180651,104.88,0.56,0
21618,2021-07-04,Gorontalo,0,0,22,-22,5913,184,5514,215,11257,1180651,104.88,0.0,0
21619,2021-07-05,Gorontalo,76,0,18,58,5989,184,5532,273,11257,1180651,104.88,0.0,0
21620,2021-07-06,Gorontalo,37,0,3,34,6026,184,5535,307,11257,1180651,104.88,0.4868421052631579,0
21621,2021-07-07,Gorontalo,86,1,15,70,6112,185,5550,377,11257,1180651,104.88,2.324324324324324,1
21622,2021-07-08,Gorontalo,41,0,7,34,6153,185,5557,411,11257,1180651,104.88,0.47674418604651164,0
21623,2021-07-09,Gorontalo,11,1,26,-16,6164,186,5583,395,11257,1180651,104.88,0.2682926829268293,0
21624,2021-07-10,Gorontalo,25,1,28,-4,6189,187,5611,391,11257,1180651,104.88,2.272727272727273,1
21625,2021-07-11,Gorontalo,0,0,9,-9,6189,187,5620,382,11257,1180651,104.88,0.0,0
21626,2021-07-12,Gorontalo,121,1,0,120,6310,188,5620,502,11257,1180651,104.88,0.0,0
21627,2021-07-13,Gorontalo,56,3,20,33,6366,191,5640,535,11257,1180651,104.88,0.4628099173553719,0
21628,2021-07-14,Gorontalo,56,1,68,-13,6422,192,5708,522,11257,1180651,104.88,1.0,1
21629,2021-07-15,Gorontalo,63,0,17,46,6485,192,5725,568,11257,1180651,104.88,1.125,1
21630,2021-07-16,Gorontalo,153,3,35,115,6638,195,5760,683,11257,1180651,104.88,2.4285714285714284,1
21631,2021-07-17,Gorontalo,53,1,25,27,6691,196,5785,710,11257,1180651,104.88,0.3464052287581699,0
21632,2021-07-18,Gorontalo,102,0,31,71,6793,196,5816,781,11257,1180651,104.88,1.9245283018867925,1
21633,2021-07-19,Gorontalo,134,0,5,129,6927,196,5821,910,11257,1180651,104.88,1.3137254901960784,1
21634,2021-07-20,Gorontalo,22,0,102,-80,6949,196,5923,830,11257,1180651,104.88,0.16417910447761194,0
21635,2021-07-21,Gorontalo,58,0,30,28,7007,196,5953,858,11257,1180651,104.88,2.6363636363636362,1
21636,2021-07-22,Gorontalo,76,7,53,16,7083,203,6006,874,11257,1180651,104.88,1.3103448275862069,1
21637,2021-07-23,Gorontalo,20,1,33,-14,7103,204,6039,860,11257,1180651,104.88,0.2631578947368421,0
21638,2021-07-24,Gorontalo,74,1,20,53,7177,205,6059,913,11257,1180651,104.88,3.7,1
21639,2021-07-25,Gorontalo,33,1,33,-1,7210,206,6092,912,11257,1180651,104.88,0.44594594594594594,0
21640,2021-07-26,Gorontalo,49,0,45,4,7259,206,6137,916,11257,1180651,104.88,1.4848484848484849,1
21641,2021-07-27,Gorontalo,87,5,119,-37,7346,211,6256,879,11257,1180651,104.88,1.7755102040816326,1
21642,2021-07-28,Gorontalo,193,1,24,168,7539,212,6280,1047,11257,1180651,104.88,2.218390804597701,1
21643,2021-07-29,Gorontalo,78,2,130,-54,7617,214,6410,993,11257,1180651,104.88,0.40414507772020725,0
21644,2021-07-30,Gorontalo,186,0,32,154,7803,214,6442,1147,11257,1180651,104.88,2.3846153846153846,1
21645,2021-07-31,Gorontalo,119,13,128,-22,7922,227,6570,1125,11257,1180651,104.88,0.6397849462365591,0
21646,2021-08-01,Gorontalo,200,3,28,169,8122,230,6598,1294,11257,1180651,104.88,1.680672268907563,1
21647,2021-08-02,Gorontalo,94,1,28,65,8216,231,6626,1359,11257,1180651,104.88,0.47,0
21648,2021-08-03,Gorontalo,137,6,155,-24,8353,237,6781,1335,11257,1180651,104.88,1.4574468085106382,1
21649,2021-08-04,Gorontalo,278,4,151,123,8631,241,6932,1458,11257,1180651,104.88,2.0291970802919708,1
21650,2021-08-05,Gorontalo,228,9,72,147,8859,250,7004,1605,11257,1180651,104.88,0.8201438848920863,0
21651,2021-08-06,Gorontalo,157,4,61,92,9016,254,7065,1697,11257,1180651,104.88,0.6885964912280702,0
21652,2021-08-07,Gorontalo,164,8,55,101,9180,262,7120,1798,11257,1180651,104.88,1.0445859872611465,1
21653,2021-08-08,Gorontalo,104,14,139,-49,9284,276,7259,1749,11257,1180651,104.88,0.6341463414634146,0
21654,2021-08-09,Gorontalo,133,1,43,89,9417,277,7302,1838,11257,1180651,104.88,1.2788461538461537,1
21655,2021-08-10,Gorontalo,207,14,69,124,9624,291,7371,1962,11257,1180651,104.88,1.556390977443609,1
21656,2021-08-11,Gorontalo,99,16,208,-125,9723,307,7579,1837,11257,1180651,104.88,0.4782608695652174,0
21657,2021-08-12,Gorontalo,115,4,96,15,9838,311,7675,1852,11257,1180651,104.88,1.1616161616161615,1
21658,2021-08-13,Gorontalo,147,10,133,4,9985,321,7808,1856,11257,1180651,104.88,1.2782608695652173,1
21659,2021-08-14,Gorontalo,169,6,175,-12,10154,327,7983,1844,11257,1180651,104.88,1.1496598639455782,1
21660,2021-08-15,Gorontalo,76,6,115,-45,10230,333,8098,1799,11257,1180651,104.88,0.44970414201183434,0
21661,2021-08-16,Gorontalo,87,8,231,-152,10317,341,8329,1647,11257,1180651,104.88,1.144736842105263,1
21662,2021-08-17,Gorontalo,62,7,119,-64,10379,348,8448,1583,11257,1180651,104.88,0.7126436781609196,0
21663,2021-08-18,Gorontalo,81,4,40,37,10460,352,8488,1620,11257,1180651,104.88,1.3064516129032258,1
21664,2021-08-19,Gorontalo,99,5,165,-71,10559,357,8653,1549,11257,1180651,104.88,1.2222222222222223,1
21665,2021-08-20,Gorontalo,118,14,199,-95,10677,371,8852,1454,11257,1180651,104.88,1.1919191919191918,1
21666,2021-08-21,Gorontalo,47,9,120,-82,10724,380,8972,1372,11257,1180651,104.88,0.3983050847457627,0
21667,2021-08-22,Gorontalo,87,6,177,-96,10811,386,9149,1276,11257,1180651,104.88,1.851063829787234,1
21668,2021-08-23,Gorontalo,39,4,62,-27,10850,390,9211,1249,11257,1180651,104.88,0.4482758620689655,0
21669,2021-08-24,Gorontalo,62,2,149,-89,10912,392,9360,1160,11257,1180651,104.88,1.5897435897435896,1
21670,2021-08-25,Gorontalo,48,4,163,-119,10960,396,9523,1041,11257,1180651,104.88,0.7741935483870968,0
21671,2021-08-26,Gorontalo,60,5,70,-15,11020,401,9593,1026,11257,1180651,104.88,1.25,1
21672,2021-08-27,Gorontalo,55,4,118,-67,11075,405,9711,959,11257,1180651,104.88,0.9166666666666666,0
21673,2021-08-28,Gorontalo,50,3,39,8,11125,408,9750,967,11257,1180651,104.88,0.9090909090909091,0
21674,2021-08-29,Gorontalo,35,0,56,-21,11160,408,9806,946,11257,1180651,104.88,0.7,0
21675,2021-08-30,Gorontalo,15,8,89,-82,11175,416,9895,864,11257,1180651,104.88,0.42857142857142855,0
21676,2021-08-31,Gorontalo,39,6,83,-50,11214,422,9978,814,11257,1180651,104.88,2.6,1
21677,2021-09-01,Gorontalo,28,5,91,-68,11242,427,10069,746,11257,1180651,104.88,0.717948717948718,0
21678,2021-09-02,Gorontalo,35,2,24,9,11277,429,10093,755,11257,1180651,104.88,1.25,1
21679,2021-09-03,Gorontalo,27,3,107,-83,11304,432,10200,672,11257,1180651,104.88,0.7714285714285715,0
21680,2021-09-04,Gorontalo,8,5,101,-98,11312,437,10301,574,11257,1180651,104.88,0.2962962962962963,0
21681,2021-09-05,Gorontalo,28,3,30,-5,11340,440,10331,569,11257,1180651,104.88,3.5,1
21682,2021-09-06,Gorontalo,8,4,96,-92,11348,444,10427,477,11257,1180651,104.88,0.2857142857142857,0
21683,2021-09-07,Gorontalo,38,0,76,-38,11386,444,10503,439,11257,1180651,104.88,4.75,1
21684,2021-09-08,Gorontalo,52,1,18,33,11438,445,10521,472,11257,1180651,104.88,1.368421052631579,1
21685,2021-09-09,Gorontalo,44,0,12,32,11482,445,10533,504,11257,1180651,104.88,0.8461538461538461,0
21686,2021-09-10,Gorontalo,13,0,46,-33,11495,445,10579,471,11257,1180651,104.88,0.29545454545454547,0
21687,2021-09-11,Gorontalo,8,1,31,-24,11503,446,10610,447,11257,1180651,104.88,0.6153846153846154,0
21688,2021-09-12,Gorontalo,7,0,8,-1,11510,446,10618,446,11257,1180651,104.88,0.875,0
21689,2021-09-13,Gorontalo,9,0,70,-61,11519,446,10688,385,11257,1180651,104.88,1.2857142857142858,1
21690,2021-09-14,Gorontalo,22,1,29,-8,11541,447,10717,377,11257,1180651,104.88,2.4444444444444446,1
21691,2021-09-15,Gorontalo,27,1,20,6,11568,448,10737,383,11257,1180651,104.88,1.2272727272727273,1
21692,2021-09-16,Gorontalo,18,1,27,-10,11586,449,10764,373,11257,1180651,104.88,0.6666666666666666,0
21693,2021-09-17,Gorontalo,7,0,13,-6,11593,449,10777,367,11257,1180651,104.88,0.3888888888888889,0
21694,2021-09-18,Gorontalo,13,0,6,7,11606,449,10783,374,11257,1180651,104.88,1.8571428571428572,1
21695,2021-09-19,Gorontalo,6,2,51,-47,11612,451,10834,327,11257,1180651,104.88,0.46153846153846156,0
21696,2021-09-20,Gorontalo,2,0,4,-2,11614,451,10838,325,11257,1180651,104.88,0.3333333333333333,0
21697,2021-09-21,Gorontalo,3,4,68,-69,11617,455,10906,256,11257,1180651,104.88,1.5,1
21698,2021-09-22,Gorontalo,28,3,12,13,11645,458,10918,269,11257,1180651,104.88,9.333333333333334,1
21699,2021-09-23,Gorontalo,43,0,76,-33,11688,458,10994,236,11257,1180651,104.88,1.5357142857142858,1
21700,2021-09-24,Gorontalo,17,0,53,-36,11705,458,11047,200,11257,1180651,104.88,0.3953488372093023,0
21701,2021-09-25,Gorontalo,12,0,24,-12,11717,458,11071,188,11257,1180651,104.88,0.7058823529411765,0
21702,2021-09-26,Gorontalo,6,0,10,-4,11723,458,11081,184,11257,1180651,104.88,0.5,0
21703,2021-09-27,Gorontalo,8,0,10,-2,11731,458,11091,182,11257,1180651,104.88,1.3333333333333333,1
21704,2021-09-28,Gorontalo,1,0,48,-47,11732,458,11139,135,11257,1180651,104.88,0.125,0
21705,2021-09-29,Gorontalo,1,0,11,-10,11733,458,11150,125,11257,1180651,104.88,1.0,1
21706,2021-09-30,Gorontalo,3,0,4,-1,11736,458,11154,124,11257,1180651,104.88,3.0,1
21707,2021-10-01,Gorontalo,1,0,30,-29,11737,458,11184,95,11257,1180651,104.88,0.3333333333333333,0
21708,2021-10-02,Gorontalo,1,0,2,-1,11738,458,11186,94,11257,1180651,104.88,1.0,1
21709,2021-10-03,Gorontalo,1,0,8,-7,11739,458,11194,87,11257,1180651,104.88,1.0,1
21710,2021-10-04,Gorontalo,0,0,9,-9,11739,458,11203,78,11257,1180651,104.88,0.0,0
21711,2021-10-05,Gorontalo,1,0,11,-10,11740,458,11214,68,11257,1180651,104.88,0.0,0
21712,2021-10-06,Gorontalo,2,1,36,-35,11742,459,11250,33,11257,1180651,104.88,2.0,1
21713,2021-10-07,Gorontalo,1,0,14,-13,11743,459,11264,20,11257,1180651,104.88,0.5,0
21714,2021-10-08,Gorontalo,2,1,3,-2,11745,460,11267,18,11257,1180651,104.88,2.0,1
21715,2021-10-09,Gorontalo,0,0,0,0,11745,460,11267,18,11257,1180651,104.88,0.0,0
21716,2021-10-10,Gorontalo,2,0,0,2,11747,460,11267,20,11257,1180651,104.88,0.0,0
21717,2021-10-11,Gorontalo,1,0,0,1,11748,460,11267,21,11257,1180651,104.88,0.5,0
21718,2021-10-12,Gorontalo,3,0,1,2,11751,460,11268,23,11257,1180651,104.88,3.0,1
21719,2021-10-13,Gorontalo,2,0,0,2,11753,460,11268,25,11257,1180651,104.88,0.6666666666666666,0
21720,2021-10-14,Gorontalo,3,0,0,3,11756,460,11268,28,11257,1180651,104.88,1.5,1
21721,2021-10-15,Gorontalo,1,0,2,-1,11757,460,11270,27,11257,1180651,104.88,0.3333333333333333,0
21722,2021-10-16,Gorontalo,3,0,0,3,11760,460,11270,30,11257,1180651,104.88,3.0,1
21723,2021-10-17,Gorontalo,11,0,0,11,11771,460,11270,41,11257,1180651,104.88,3.6666666666666665,1
21724,2021-10-18,Gorontalo,0,0,0,0,11771,460,11270,41,11257,1180651,104.88,0.0,0
21725,2021-10-19,Gorontalo,6,0,3,3,11777,460,11273,44,11257,1180651,104.88,0.0,0
21726,2021-10-20,Gorontalo,1,0,0,1,11778,460,11273,45,11257,1180651,104.88,0.16666666666666666,0
21727,2021-10-21,Gorontalo,1,0,0,1,11779,460,11273,46,11257,1180651,104.88,1.0,1
21728,2021-10-22,Gorontalo,6,0,0,6,11785,460,11273,52,11257,1180651,104.88,6.0,1
21729,2021-10-23,Gorontalo,1,0,3,-2,11786,460,11276,50,11257,1180651,104.88,0.16666666666666666,0
21730,2021-10-24,Gorontalo,3,0,0,3,11789,460,11276,53,11257,1180651,104.88,3.0,1
21731,2021-10-25,Gorontalo,6,0,0,6,11795,460,11276,59,11257,1180651,104.88,2.0,1
21732,2021-10-26,Gorontalo,21,0,14,7,11816,460,11290,66,11257,1180651,104.88,3.5,1
21733,2021-10-27,Gorontalo,8,0,19,-11,11824,460,11309,55,11257,1180651,104.88,0.38095238095238093,0
21734,2021-10-28,Gorontalo,2,0,0,2,11826,460,11309,57,11257,1180651,104.88,0.25,0
21735,2021-10-29,Gorontalo,1,0,0,1,11827,460,11309,58,11257,1180651,104.88,0.5,0
21736,2021-10-30,Gorontalo,0,0,1,-1,11827,460,11310,57,11257,1180651,104.88,0.0,0
21737,2021-10-31,Gorontalo,0,0,0,0,11827,460,11310,57,11257,1180651,104.88,0.0,0
21738,2021-11-01,Gorontalo,0,0,2,-2,11827,460,11312,55,11257,1180651,104.88,0.0,0
21739,2021-11-02,Gorontalo,0,0,0,0,11827,460,11312,55,11257,1180651,104.88,0.0,0
21740,2021-11-03,Gorontalo,0,0,2,-2,11827,460,11314,53,11257,1180651,104.88,0.0,0
21741,2021-11-04,Gorontalo,0,0,0,0,11827,460,11314,53,11257,1180651,104.88,0.0,0
21742,2021-11-05,Gorontalo,0,0,0,0,11827,460,11314,53,11257,1180651,104.88,0.0,0
21743,2021-11-06,Gorontalo,1,0,1,0,11828,460,11315,53,11257,1180651,104.88,0.0,0
21744,2021-11-07,Gorontalo,0,0,2,-2,11828,460,11317,51,11257,1180651,104.88,0.0,0
21745,2021-11-08,Gorontalo,0,0,5,-5,11828,460,11322,46,11257,1180651,104.88,0.0,0
21746,2021-11-09,Gorontalo,0,0,0,0,11828,460,11322,46,11257,1180651,104.88,0.0,0
21747,2021-11-10,Gorontalo,0,0,51,-51,11828,460,11373,-5,11257,1180651,104.88,0.0,0
21748,2021-11-11,Gorontalo,0,0,0,0,11828,460,11373,-5,11257,1180651,104.88,0.0,0
21749,2021-11-12,Gorontalo,1,0,0,1,11829,460,11373,-4,11257,1180651,104.88,0.0,0
21750,2021-11-13,Gorontalo,1,0,0,1,11830,460,11373,-3,11257,1180651,104.88,1.0,1
21751,2021-11-14,Gorontalo,0,0,0,0,11830,460,11373,-3,11257,1180651,104.88,0.0,0
21752,2021-11-15,Gorontalo,0,0,0,0,11830,460,11373,-3,11257,1180651,104.88,0.0,0
21753,2021-11-16,Gorontalo,0,0,0,0,11830,460,11373,-3,11257,1180651,104.88,0.0,0
21754,2021-11-17,Gorontalo,0,0,0,0,11830,460,11373,-3,11257,1180651,104.88,0.0,0
21755,2021-11-18,Gorontalo,2,0,1,1,11832,460,11374,-2,11257,1180651,104.88,0.0,0
21756,2021-11-19,Gorontalo,0,0,0,0,11832,460,11374,-2,11257,1180651,104.88,0.0,0
21757,2021-11-20,Gorontalo,1,0,0,1,11833,460,11374,-1,11257,1180651,104.88,0.0,0
21758,2021-11-21,Gorontalo,1,0,0,1,11834,460,11374,0,11257,1180651,104.88,1.0,1
