,New Cases EMA
0,2.0
1,2.0
2,1.4
3,1.7599999999999998
4,1.904
5,0.7616
6,0.90464
7,1.561856
8,1.2247424
9,0.48989696000000005
10,0.19595878400000002
11,0.6783835136
12,0.27135340544000003
13,0.708541362176
14,0.8834165448703999
15,0.35336661794816
16,0.141346647179264
17,0.05653865887170561
18,0.022615463548682244
19,0.009046185419472897
20,0.0036184741677891593
21,0.0014473896671156638
22,0.6005789558668463
23,0.8402315823467386
24,0.33609263293869546
25,0.1344370531754782
26,0.05377482127019128
27,0.021509928508076512
28,0.008603971403230605
29,0.0034415885612922425
30,0.001376635424516897
31,0.0005506541698067589
32,0.00022026166792270355
33,0.6000881046671691
34,0.24003524186686764
35,0.09601409674674706
36,0.03840563869869883
37,0.01536225547947953
38,0.006144902191791812
39,0.6024579608767167
40,0.24098318435068666
41,0.09639327374027468
42,1.2385573094961098
43,0.49542292379844394
44,0.19816916951937757
45,0.679267667807751
46,1.4717070671231003
47,0.5886828268492401
48,0.23547313073969606
49,0.09418925229587843
50,0.037675700918351374
51,2.4150702803673405
52,0.9660281121469363
53,0.38641124485877454
54,0.15456449794350982
55,0.6618257991774039
56,0.26473031967096156
57,2.5058921278683846
58,2.202356851147354
59,1.4809427404589415
60,2.3923770961835764
61,2.1569508384734304
62,0.8627803353893722
63,0.3451121341557489
64,0.13804485366229954
65,0.05521794146491982
66,0.022087176585967927
67,0.6088348706343871
68,0.24353394825375485
69,1.2974135793015018
70,1.1189654317206008
71,0.44758617268824036
72,0.17903446907529616
73,4.871613787630118
74,3.1486455150520474
75,1.8594582060208191
76,1.3437832824083276
77,0.537513312963331
78,1.4150053251853323
79,0.5660021300741329
80,0.22640085202965318
81,0.6905603408118612
82,0.8762241363247445
83,0.9504896545298978
84,6.980195861811959
85,2.792078344724784
86,1.7168313378899134
87,0.6867325351559654
88,0.8746930140623861
89,0.34987720562495445
90,0.13995088224998178
91,0.055980352899992716
92,1.222392141159997
93,0.4889568564639988
94,0.19558274258559952
95,0.0782330970342398
96,0.6312932388136959
97,0.25251729552547836
98,2.5010069182101913
99,1.0004027672840765
100,0.4001611069136306
101,4.360064442765452
102,1.744025777106181
103,2.497610310842472
104,2.199044124336989
105,3.8796176497347954
106,1.5518470598939182
107,0.6207388239575673
108,0.24829552958302692
109,0.09931821183321077
110,1.8397272847332842
111,0.7358909138933137
112,1.4943563655573255
113,1.7977425462229302
114,1.3190970184891722
115,1.127638807395669
116,0.45105552295826756
117,0.7804222091833071
118,9.912168883673322
119,3.964867553469329
120,1.5859470213877316
121,3.0343788085550925
122,1.213751523422037
123,1.0855006093688149
124,5.834200243747525
125,2.3336800974990104
126,0.9334720389996042
127,0.3733888155998417
128,3.149355526239937
129,1.2597422104959748
130,0.50389688419839
131,0.201558753679356
132,0.08062350147174241
133,0.032249400588696964
134,4.812899760235479
135,1.9251599040941916
136,6.170063961637676
137,2.4680255846550705
138,0.9872102338620282
139,0.3948840935448113
140,0.15795363741792454
141,0.6631814549671697
142,0.26527258198686793
143,0.10610903279474718
144,3.0424436131178987
145,1.2169774452471596
146,0.48679097809886385
147,1.9947163912395454
148,0.7978865564958182
149,0.9191546225983273
150,1.5676618490393308
151,0.6270647396157324
152,0.25082589584629295
153,8.500330358338518
154,3.4001321433354073
155,1.360052857334163
156,1.7440211429336652
157,1.297608457173466
158,0.5190433828693864
159,0.2076173531477546
160,0.08304694125910184
161,0.03321877650364074
162,0.013287510601456297
163,0.005315004240582519
164,0.602126001696233
165,0.2408504006784932
166,0.09634016027139729
167,0.6385360641085589
168,1.4554144256434236
169,0.5821657702573695
170,0.2328663081029478
171,0.09314652324117913
172,0.03725860929647165
173,1.8149034437185885
174,0.7259613774874354
175,0.2903845509949742
176,3.7161538203979894
177,1.4864615281591957
178,1.1945846112636782
179,0.4778338445054713
180,0.19113353780218853
181,1.2764534151208753
182,0.5105813660483501
183,1.40423254641934
184,0.561693018567736
185,0.2246772074270944
186,9.689870882970837
187,3.8759483531883347
188,1.550379341275334
189,0.6201517365101337
190,0.24806069460405347
191,0.0992242778416214
192,0.03968971113664856
193,1.8158758844546592
194,0.7263503537818637
195,0.2905401415127455
196,1.916216056605098
197,0.7664864226420393
198,0.3065945690568157
199,0.12263782762272629
200,5.44905513104909
201,7.579622052419635
202,3.0318488209678542
203,4.212739528387142
204,1.6850958113548569
205,0.6740383245419428
206,0.2696153298167771
207,0.10784613192671084
208,0.043138452770684343
209,0.017255381108273737
210,0.6069021524433095
211,0.2427608609773238
212,13.897104344390929
213,5.558841737756372
214,2.8235366951025487
215,1.1294146780410195
216,0.4517658712164078
217,0.18070634848656314
218,7.872282539394625
219,3.1489130157578504
220,1.2595652063031402
221,0.503826082521256
222,0.20153043300850243
223,0.680612173203401
224,2.6722448692813603
225,4.068897947712545
226,4.027559179085018
227,1.6110236716340074
228,34.8444094686536
229,15.137763787461441
230,6.055105514984577
231,2.422042205993831
232,0.9688168823975325
233,1.587526752959013
234,2.435010701183605
235,9.374004280473443
236,3.7496017121893774
237,2.099840684875751
238,1.4399362739503005
239,0.5759745095801202
240,0.2303898038320481
241,0.09215592153281925
242,0.6368623686131277
243,0.2547449474452511
244,1.9018979789781003
245,1.9607591915912401
246,10.384303676636495
247,5.953721470654598
248,2.3814885882618393
249,0.9525954353047358
250,0.38103817412189434
251,4.952415269648758
252,1.9809661078595031
253,15.792386443143801
254,6.316954577257521
255,2.5267818309030083
256,2.2107127323612032
257,0.8842850929444813
258,0.35371403717779254
259,0.14148561487111702
260,0.05659424594844681
261,44.422637698379376
262,18.369055079351753
263,8.547622031740701
264,3.4190488126962806
265,1.3676195250785124
266,8.947047810031405
267,6.578819124012562
268,4.431527649605025
269,1.77261105984201
270,1.309044423936804
271,0.5236177695747216
272,0.8094471078298886
273,0.3237788431319555
274,0.1295115372527822
275,0.6518046149011129
276,0.8607218459604451
277,0.34428873838417806
278,6.137715495353671
279,11.455086198141469
280,5.182034479256587
281,2.072813791702635
282,1.429125516681054
283,0.5716502066724216
284,0.22866008266896864
285,11.491464033067588
286,4.5965856132270355
287,3.0386342452908144
288,1.2154536981163258
289,29.286181479246526
290,11.71447259169861
291,20.885789036679444
292,9.554315614671777
293,3.821726245868711
294,1.5286904983474845
295,1.211476199338994
296,4.684590479735598
297,1.8738361918942392
298,7.9495344767576945
299,3.179813790703078
300,1.2719255162812313
301,0.5087702065124925
302,0.203508082604997
303,0.08140323304199881
304,0.03256129321679953
305,0.013024517286719812
306,0.005209806914687925
307,0.0020839227658751703
308,1.20083356910635
309,0.48033342764254006
310,31.392133371057014
311,12.556853348422806
312,5.022741339369123
313,2.0090965357476493
314,9.803638614299059
315,4.521455445719623
316,1.8085821782878495
317,7.3234328713151395
318,2.929373148526056
319,1.7717492594104223
320,10.908699703764167
321,4.963479881505667
322,1.985391952602267
323,0.7941567810409068
324,0.9176627124163628
325,0.3670650849665451
326,1.946826033986618
327,0.7787304135946472
328,0.3114921654378589
329,0.7245968661751435
330,3.889838746470057
331,21.355935498588025
332,11.54237419943521
333,17.816949679774083
334,9.526779871909634
335,15.210711948763855
336,6.084284779505542
337,3.633713911802217
338,1.4534855647208869
339,0.5813942258883548
340,1.4325576903553419
341,0.5730230761421368
342,2.629209230456855
343,1.051683692182742
344,5.820673476873096
345,6.528269390749239
346,2.611307756299696
347,1.0445231025198785
348,0.4178092410079514
349,8.567123696403181
350,3.4268494785612726
351,1.970739791424509
352,0.7882959165698037
353,0.9153183666279214
354,2.1661273466511686
355,27.266450938660466
356,13.906580375464188
357,9.762632150185675
358,3.9050528600742704
359,5.162021144029708
360,3.864808457611883
361,1.5459233830447534
362,1.2183693532179014
363,0.4873477412871606
364,0.19493909651486424
365,0.0779756386059457
366,0.03119025544237828
367,0.012476102176951312
368,0.0049904408707805254
369,2.401996176348312
370,1.560798470539325
371,0.6243193882157301
372,1.449727755286292
373,9.579891102114516
374,3.8319564408458064
375,2.1327825763383226
376,0.853113030535329
377,0.3412452122141316
378,0.13649808488565265
379,0.05459923395426106
380,1.2218396935817044
381,0.48873587743268176
382,0.19549435097307272
383,12.078197740389228
384,8.431279096155691
385,3.3725116384622766
386,1.3490046553849107
387,0.5396018621539643
388,11.615840744861586
389,4.646336297944635
390,1.8585345191778542
391,6.143413807671141
392,2.457365523068457
393,0.9829462092273827
394,1.593178483690953
395,1.2372713934763813
396,35.89490855739055
397,15.55796342295622
398,6.223185369182488
399,2.4892741476729956
400,9.3957096590692
401,3.75828386362768
402,1.5033135454510722
403,0.601325418180429
404,0.24053016727217158
405,1.2962120669088686
406,7.718484826763547
407,3.087393930705419
408,1.8349575722821676
409,0.733983028912867
410,0.29359321156514684
411,0.11743728462605874
412,3.646974913850423
413,1.4587899655401693
414,0.5835159862160677
415,0.23340639448642708
416,0.09336255779457084
417,0.037345023117828335
418,3.614938009247131
419,1.4459752036988525
420,0.578390081479541
421,0.2313560325918164
422,2.4925424130367264
423,4.59701696521469
424,1.8388067860858763
425,9.735522714434351
426,3.8942090857737406
427,1.5576836343094964
428,0.6230734537237986
429,0.24922938148951945
430,0.09969175259580779
431,0.039876701038323116
432,0.01595068041532925
433,0.0063802721661317
434,0.00255210886645268
435,0.001020843546581072
436,0.00040833741863242884
437,1.200163334967453
438,3.4800653339869814
439,1.3920261335947925
440,0.556810453437917
441,42.22272418137517
442,16.889089672550067
443,6.755635869020027
444,2.702254347608011
445,2.2809017390432045
446,0.9123606956172818
447,1.5649442782469127
448,9.625977711298765
449,5.650391084519506
450,4.660156433807803
451,1.864062573523121
452,0.7456250294092485
453,1.4982500117636994
454,1.1993000047054798
455,1.6797200018821918
456,0.6718880007528768
457,0.26875520030115074
458,1.90750208012046
459,4.363000832048184
460,1.7452003328192736
461,12.09808013312771
462,4.839232053251084
463,1.9356928213004339
464,1.3742771285201736
465,1.1497108514080694
466,1.0598843405632277
467,2.223953736225291
468,0.8895814944901164
469,0.3558325977960466
470,1.3423330391184185
471,43.13693321564737
472,45.45477328625895
473,18.18190931450358
474,7.272763725801433
475,2.9091054903205733
476,4.763642196128229
477,1.9054568784512917
478,0.7621827513805167
479,0.30487310055220673
480,0.1219492402208827
481,0.048779696088353086
482,0.6195118784353412
483,12.247804751374137
484,7.899121900549655
485,3.1596487602198624
486,1.263859504087945
487,1.7055438016351778
488,0.6822175206540712
489,0.2728870082616285
490,0.1091548033046514
491,0.04366192132186056
492,0.017464768528744224
493,0.00698590741149769
494,0.002794362964599076
495,0.0011177451858396304
496,34.200447098074335
497,16.680178839229733
498,6.672071535691893
499,2.6688286142767574
500,1.067531445710703
501,2.227012578284281
502,9.890805031313713
503,5.7563220125254855
504,2.302528805010194
505,2.1210115220040775
506,0.848404608801631
507,0.33936184352065246
508,3.135744737408261
509,1.2542978949633046
510,3.5017191579853217
511,2.6006876631941287
512,1.0402750652776516
513,1.0161100261110607
514,0.4064440104444243
515,0.7625776041777697
516,0.3050310416711079
517,21.122012416668444
518,12.048804966667378
519,4.819521986666952
520,1.9278087946667808
521,1.3711235178667125
522,52.74844940714668
523,21.099379762858675
524,8.43975190514347
525,3.9759007620573885
526,3.3903603048229556
527,3.7561441219291822
528,6.302457648771673
529,2.5209830595086693
530,1.6083932238034677
531,0.6433572895213872
532,5.0573429158085546
533,2.022937166323422
534,0.8091748665293688
535,2.7236699466117473
536,1.089467978644699
537,0.43578719145787964
538,0.17431487658315187
539,0.06972595063326074
540,0.0278903802533043
541,5.411156152101321
542,2.1644624608405283
543,1.4657849843362114
544,4.186313993734484
545,13.074525597493794
546,22.629810238997518
547,9.651924095599007
548,3.860769638239603
549,1.5443078552958411
550,1.8177231421183364
551,6.727089256847335
552,2.690835702738934
553,1.0763342810955736
554,5.830533712438229
555,2.332213484975292
556,0.9328853939901167
557,4.573154157596047
558,1.8292616630384189
559,1.9317046652153675
560,7.372681866086147
561,8.949072746434458
562,3.5796290985737835
563,2.0318516394295134
564,2.6127406557718054
565,62.84509626230872
566,25.13803850492349
567,11.855215401969396
568,4.742086160787759
569,1.8968344643151036
570,1.3587337857260415
571,0.5434935142904166
572,4.417397405716167
573,1.7669589622864668
574,0.7067835849145867
575,0.2827134339658347
576,0.11308537358633389
577,0.6452341494345335
578,5.058093659773813
579,5.023237463909526
580,2.0092949855638103
581,0.8037179942255241
582,45.92148719769021
583,18.368594879076085
584,7.347437951630434
585,2.938975180652174
586,1.1755900722608696
587,1.0702360289043478
588,4.028094411561739
589,1.6112377646246956
590,1.2444951058498783
591,6.4977980423399515
592,2.5991192169359807
593,2.8396476867743923
594,1.135859074709757
595,0.4543436298839028
596,67.98173745195356
597,27.192694980781425
598,10.877077992312572
599,4.350831196925029
600,1.7403324787700116
601,0.6961329915080047
602,0.2784531966032019
603,0.11138127864128076
604,0.04455251145651231
605,2.417821004582605
606,0.967128401833042
607,0.38685136073321685
608,1.3547405442932867
609,0.5418962177173147
610,3.216758487086926
611,3.6867033948347703
612,3.274681357933908
613,1.3098725431735634
614,4.123949017269425
615,1.64957960690777
616,0.659831842763108
617,54.26393273710524
618,22.3055730948421
619,8.92222923793684
620,3.5688916951747363
621,1.4275566780698945
622,9.571022671227958
623,4.428409068491183
624,1.7713636273964732
625,0.7085454509585893
626,11.683418180383436
627,4.673367272153374
628,2.46934690886135
629,18.38773876354454
630,7.955095505417816
631,9.782038202167126
632,3.9128152808668504
633,10.56512611234674
634,4.2260504449386955
635,4.090420177975478
636,14.83616807119019
637,9.534467228476077
638,12.21378689139043
639,4.885514756556173
640,9.154205902622468
641,3.6616823610489875
642,1.4646729444195952
643,2.385869177767838
644,0.9543476711071351
645,0.9817390684428541
646,2.7926956273771415
647,1.1170782509508566
648,0.44683130038034263
649,0.778732520152137
650,6.911493008060854
651,3.364597203224342
652,1.3458388812897368
653,7.138335552515894
654,3.455334221006358
655,2.582133688402543
656,4.0328534753610175
657,1.6131413901444072
658,137.44525655605776
659,76.5781026224231
660,30.631241048969244
661,12.252496419587699
662,8.50099856783508
663,4.000399427134032
664,1.6001597708536128
665,1.2400639083414453
666,0.49602556333657816
667,0.19841022533463126
668,0.07936409013385251
669,0.031745636053541006
670,0.012698254421416403
671,3.0050793017685664
672,1.2020317207074267
673,4.680812688282971
674,6.072325075313189
675,2.428930030125276
676,0.9715720120501103
677,5.788628804820044
678,2.9154515219280177
679,32.966180608771204
680,25.786472243508484
681,16.314588897403397
682,7.1258355589613585
683,10.650334223584544
684,4.260133689433817
685,4.104053475773527
686,1.6416213903094108
687,0.6566485561237644
688,18.262659422449506
689,7.305063768979803
690,4.722025507591921
691,1.8888102030367684
692,0.7555240812147074
693,3.3022096324858827
694,6.720883852994353
695,5.088353541197741
696,21.835341416479096
697,8.734136566591639
698,3.4936546266366557
699,1.3974618506546623
700,7.758984740261864
701,3.703593896104746
702,2.681437558441899
703,1.6725750233767593
704,0.6690300093507038
705,0.26761200374028155
706,6.707044801496112
707,3.8828179205984448
708,2.153127168239378
709,3.261250867295751
710,1.3045003469183005
711,1.7218001387673203
712,18.088720055506926
713,16.23548802220277
714,7.6941952088811085
715,3.0776780835524438
716,1.2310712334209777
717,0.4924284933683911
718,0.19697139734735647
719,4.278788558938943
720,1.7115154235755772
721,0.6846061694302309
722,0.27384246777209237
723,0.709536987108837
724,0.2838147948435348
725,3.1135259179374137
726,1.2454103671749657
727,19.098164146869983
728,7.639265658747994
729,3.055706263499198
730,1.2222825053996793
731,0.48891300215987177
732,14.595565200863946
733,5.838226080345579
734,116.33529043213824
735,46.5341161728553
736,18.61364646914212
737,9.245458587656849
738,3.69818343506274
739,1.479273374025096
740,3.5917093496100385
741,1.4366837398440155
742,27.574673495937606
743,11.029869398375043
744,9.211947759350018
745,9.084779103740008
746,4.8339116414960035
747,1.9335646565984015
748,0.7734258626393606
749,66.90937034505573
750,27.363748138022295
751,16.94549925520892
752,6.778199702083568
753,2.7112798808334273
754,8.884511952333371
755,3.5538047809333486
756,1.4215219123733396
757,0.5686087649493359
758,10.427443505979733
759,5.370977402391894
760,95.74839096095675
761,38.299356384382705
762,15.319742553753082
763,6.127897021501234
764,2.4511588086004936
765,0.9804635234401975
766,0.992185409376079
767,0.3968741637504316
768,0.15874966550017267
769,34.263499866200064
770,16.105399946480027
771,8.24215997859201
772,3.2968639914368043
773,1.918745596574722
774,0.7674982386298889
775,0.3069992954519556
776,0.12279971818078224
777,0.6491198872723128
778,8.059647954908925
779,3.2238591819635705
780,4.889543672785428
781,1.9558174691141712
782,0.7823269876456685
783,2.7129307950582673
784,1.085172318023307
785,2.234068927209323
786,2.693627570883729
787,10.677451028353492
788,4.870980411341397
789,1.9483921645365587
790,0.7793568658146235
791,0.3117427463258494
792,0.12469709853033978
793,1.2498788394121358
794,0.49995153576485435
795,0.7999806143059417
796,81.31999224572237
