,Date,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Area (km2),Population,Population Density,Increasing
11437,2021-02-10,Kalimantan Utara,55,4,28,23,8205,111,5064,3030,75468,648407,8.59,0
11438,2021-02-10,Aceh,3,0,21,-18,9373,380,7745,1248,57956,5247257,90.54,0
11439,2021-02-10,Sumatera Barat,141,1,59,81,27802,621,25371,1810,42013,5519245,131.37,1
11440,2021-02-10,Sulawesi Utara,34,4,110,-80,14141,481,10609,3051,13892,2641884,190.17,0
11441,2021-02-10,Sulawesi Tenggara,12,2,37,-27,9770,186,8478,1106,38068,2635461,69.23,0
11442,2021-02-10,Jambi,45,0,80,-35,4928,69,3600,1259,50058,3493357,69.79,1
11443,2021-02-10,Kepulauan Bangka Belitung,89,0,95,-6,5550,92,4711,747,16424,1379767,84.01,1
11444,2021-02-10,Sulawesi Barat,23,0,34,-11,4701,87,2579,2035,16787,1559984,92.93,0
11445,2021-02-10,Sumatera Utara,224,4,104,116,22286,771,19188,2327,72981,14874889,203.82,1
11446,2021-02-10,Jawa Barat,947,21,1640,-714,175425,2486,143585,29354,35378,45161325,1276.55,0
11447,2021-02-10,Papua,101,2,10,89,15935,200,8736,6999,319036,4340348,13.6,1
11448,2021-02-10,Jawa Timur,606,21,383,202,119430,8467,104504,6459,47803,40479023,846.78,1
11449,2021-02-10,Maluku Utara,40,1,13,26,3713,109,3020,584,31983,1307803,40.89,1
11450,2021-02-10,Papua Barat,23,0,25,-2,6918,111,6310,497,102955,1140701,11.08,0
11451,2021-02-10,Lampung,106,8,179,-81,11151,579,8567,2005,34624,9095591,262.7,1
11452,2021-02-10,Nusa Tenggara Barat,90,1,53,36,7969,326,6329,1314,18572,5270247,283.77,1
11453,2021-02-11,Jawa Barat,1261,7,1485,-231,176686,2493,145070,29123,35378,45161325,1276.55,1
11454,2021-02-11,Sumatera Selatan,40,4,91,-55,14971,711,12409,1851,91592,8217551,89.72,0
11455,2021-02-11,Jawa Timur,1050,48,454,548,120480,8515,104958,7007,47803,40479023,846.78,1
11456,2021-02-11,Nusa Tenggara Timur,32,1,209,-178,6600,162,3195,3243,48718,5411321,111.07,0
11457,2021-02-11,Gorontalo,14,0,62,-48,4541,122,4155,264,11257,1180651,104.88,0
11458,2021-02-11,Kepulauan Bangka Belitung,160,3,98,59,5710,95,4809,806,16424,1379767,84.01,1
11459,2021-02-11,Sulawesi Barat,27,1,60,-34,4728,88,2639,2001,16787,1559984,92.93,1
11460,2021-02-11,Papua,41,1,16,24,15976,201,8752,7023,319036,4340348,13.6,0
11461,2021-02-11,Riau,89,3,44,42,29932,717,28150,1065,87024,6074100,69.8,0
11462,2021-02-11,Lampung,66,6,130,-70,11217,585,8697,1935,34624,9095591,262.7,0
11463,2021-02-11,Kalimantan Utara,63,0,237,-174,8268,111,5301,2856,75468,648407,8.59,1
11464,2021-02-11,Sulawesi Selatan,129,1,214,-86,51071,774,46219,4078,46717,9426885,201.78,0
11465,2021-02-11,Jawa Tengah,985,24,748,213,140403,5785,90330,44288,32801,36364072,1108.64,0
11466,2021-02-11,Kalimantan Tengah,31,1,71,-41,12549,309,11113,1127,153565,2570289,16.74,1
11467,2021-02-11,Sumatera Barat,85,5,91,-11,27887,626,25462,1799,42013,5519245,131.37,0
11468,2021-02-11,Sulawesi Utara,161,2,46,113,14302,483,10655,3164,13892,2641884,190.17,1
11469,2021-02-11,Aceh,17,0,5,12,9390,380,7750,1260,57956,5247257,90.54,1
11470,2021-02-11,Daerah Istimewa Yogyakarta,261,3,259,-1,24534,567,17915,6052,3133,3631015,1158.9,0
11471,2021-02-11,Nusa Tenggara Barat,63,0,12,51,8032,326,6341,1365,18572,5270247,283.77,0
11472,2021-02-11,Papua Barat,16,1,16,-1,6934,112,6326,496,102955,1140701,11.08,0
11473,2021-02-11,Sulawesi Tenggara,20,1,269,-250,9790,187,8747,856,38068,2635461,69.23,1
11475,2021-02-11,Jambi,33,0,41,-8,4961,69,3641,1251,50058,3493357,69.79,0
11476,2021-02-11,Kalimantan Barat,27,0,26,1,4200,32,3826,342,147307,5422814,36.81,1
11477,2021-02-11,Kepulauan Riau,25,0,33,-8,8428,208,7807,413,8202,1929400,235.24,0
11478,2021-02-11,Kalimantan Selatan,139,2,108,29,19316,674,17064,1578,38744,4023049,103.84,0
11479,2021-02-11,Bali,371,13,377,-19,29666,771,25637,3258,5780,4216171,729.43,1
11480,2021-02-11,Banten,40,4,190,-154,26803,787,26234,-218,9663,10722374,1109.64,1
11481,2021-02-11,Bengkulu,11,1,20,-10,4677,144,4417,116,19919,1999539,100.38,1
11482,2021-02-11,Kalimantan Timur,643,9,791,-157,47599,1131,38294,8174,129067,3552191,27.52,1
11483,2021-02-11,Sulawesi Tengah,38,6,83,-51,9097,221,6404,2472,61841,2955567,47.79,0
11484,2021-02-11,Maluku,10,7,51,-48,6640,99,5641,900,46914,1847097,39.37,0
11485,2021-02-11,Sumatera Utara,131,2,113,16,22417,773,19301,2343,72981,14874889,203.82,0
11486,2021-02-11,DKI Jakarta,2513,51,4096,-1634,306221,4769,278823,22629,664,10846145,16334.31,0
11487,2021-02-11,Maluku Utara,49,1,16,32,3762,110,3036,616,31983,1307803,40.89,1
11488,2021-02-12,Aceh,8,0,0,8,9398,380,7750,1268,57956,5247257,90.54,0
11489,2021-02-12,Kalimantan Barat,33,0,27,6,4233,32,3853,348,147307,5422814,36.81,1
11490,2021-02-12,Sulawesi Tengah,35,1,37,-3,9132,222,6441,2469,61841,2955567,47.79,0
11491,2021-02-12,Papua,67,2,17,48,16043,203,8769,7071,319036,4340348,13.6,1
11492,2021-02-12,Jawa Barat,1034,9,1823,-798,177720,2502,146893,28325,35378,45161325,1276.55,0
11493,2021-02-12,Maluku Utara,58,0,9,49,3820,110,3045,665,31983,1307803,40.89,1
11494,2021-02-12,Sumatera Barat,123,3,52,68,28010,629,25514,1867,42013,5519245,131.37,1
11495,2021-02-12,Jambi,30,0,21,9,4991,69,3662,1260,50058,3493357,69.79,0
11496,2021-02-12,Kalimantan Utara,65,6,157,-98,8333,117,5458,2758,75468,648407,8.59,1
11497,2021-02-12,Kepulauan Riau,11,0,69,-58,8439,208,7876,355,8202,1929400,235.24,0
11498,2021-02-12,Bali,312,9,307,-4,29978,780,25944,3254,5780,4216171,729.43,0
11499,2021-02-12,Kalimantan Timur,931,13,543,375,48530,1144,38837,8549,129067,3552191,27.52,1
11500,2021-02-12,Gorontalo,29,1,9,19,4570,123,4164,283,11257,1180651,104.88,1
11501,2021-02-12,Kalimantan Tengah,78,1,69,8,12627,310,11182,1135,153565,2570289,16.74,1
11502,2021-02-12,Jawa Timur,776,92,576,108,121256,8607,105534,7115,47803,40479023,846.78,0
11503,2021-02-12,DKI Jakarta,3807,50,5636,-1879,310028,4819,284459,20750,664,10846145,16334.31,1
11504,2021-02-12,Riau,96,3,92,1,30028,720,28242,1066,87024,6074100,69.8,1
11505,2021-02-12,Banten,147,1,134,12,26950,788,26368,-206,9663,10722374,1109.64,1
11506,2021-02-12,Bengkulu,17,0,15,2,4694,144,4432,118,19919,1999539,100.38,1
11507,2021-02-12,Maluku,0,0,11,-11,6640,99,5652,889,46914,1847097,39.37,0
11508,2021-02-12,Sumatera Selatan,56,2,58,-4,15027,713,12467,1847,91592,8217551,89.72,1
11509,2021-02-12,Papua Barat,35,0,23,12,6969,112,6349,508,102955,1140701,11.08,1
11510,2021-02-12,Nusa Tenggara Timur,185,10,559,-384,6785,172,3754,2859,48718,5411321,111.07,1
11512,2021-02-12,Sulawesi Tenggara,26,1,68,-43,9816,188,8815,813,38068,2635461,69.23,1
11513,2021-02-12,Jawa Tengah,663,23,150,490,141066,5808,90480,44778,32801,36364072,1108.64,0
11514,2021-02-12,Kepulauan Bangka Belitung,114,1,151,-38,5824,96,4960,768,16424,1379767,84.01,0
11515,2021-02-12,Daerah Istimewa Yogyakarta,278,11,175,92,24812,578,18090,6144,3133,3631015,1158.9,1
11516,2021-02-12,Sulawesi Selatan,676,5,214,457,51747,779,46433,4535,46717,9426885,201.78,1
11517,2021-02-12,Nusa Tenggara Barat,36,1,78,-43,8068,327,6419,1322,18572,5270247,283.77,0
11518,2021-02-12,Sulawesi Utara,72,1,45,26,14374,484,10700,3190,13892,2641884,190.17,0
11519,2021-02-12,Lampung,76,8,144,-76,11293,593,8841,1859,34624,9095591,262.7,1
11520,2021-02-12,Kalimantan Selatan,136,3,65,68,19452,677,17129,1646,38744,4023049,103.84,0
11521,2021-02-12,Sumatera Utara,168,4,104,60,22585,777,19405,2403,72981,14874889,203.82,1
11522,2021-02-12,Sulawesi Barat,39,1,45,-7,4767,89,2684,1994,16787,1559984,92.93,1
11523,2021-02-13,Kalimantan Tengah,101,0,97,4,12728,310,11279,1139,153565,2570289,16.74,1
11524,2021-02-13,Kepulauan Riau,20,1,7,12,8459,209,7883,367,8202,1929400,235.24,1
11525,2021-02-13,Gorontalo,4,0,27,-23,4574,123,4191,260,11257,1180651,104.88,0
11526,2021-02-13,Jambi,33,0,3,30,5024,69,3665,1290,50058,3493357,69.79,1
11528,2021-02-13,Sulawesi Utara,84,1,58,25,14458,485,10758,3215,13892,2641884,190.17,1
11529,2021-02-13,Kalimantan Selatan,144,0,120,24,19596,677,17249,1670,38744,4023049,103.84,1
11530,2021-02-13,Sulawesi Tengah,77,5,142,-70,9209,227,6583,2399,61841,2955567,47.79,1
11531,2021-02-13,DKI Jakarta,3016,53,5010,-2047,313044,4872,289469,18703,664,10846145,16334.31,0
11532,2021-02-13,Sulawesi Tenggara,8,0,52,-44,9824,188,8867,769,38068,2635461,69.23,0
11533,2021-02-13,Maluku Utara,27,0,5,22,3847,110,3050,687,31983,1307803,40.89,0
11534,2021-02-13,Kalimantan Barat,10,0,23,-13,4243,32,3876,335,147307,5422814,36.81,0
11535,2021-02-13,Nusa Tenggara Barat,17,1,58,-42,8085,328,6477,1280,18572,5270247,283.77,0
11536,2021-02-13,Daerah Istimewa Yogyakarta,113,9,370,-266,24925,587,18460,5878,3133,3631015,1158.9,0
11537,2021-02-13,Aceh,1,2,3,-4,9399,382,7753,1264,57956,5247257,90.54,0
11538,2021-02-13,Bali,156,14,201,-59,30134,794,26145,3195,5780,4216171,729.43,0
11539,2021-02-13,Sumatera Utara,154,0,105,49,22739,777,19510,2452,72981,14874889,203.82,0
11540,2021-02-13,Kepulauan Bangka Belitung,133,1,119,13,5957,97,5079,781,16424,1379767,84.01,1
11541,2021-02-13,Sulawesi Barat,95,1,102,-8,4862,90,2786,1986,16787,1559984,92.93,1
11542,2021-02-13,Papua Barat,8,0,36,-28,6977,112,6385,480,102955,1140701,11.08,0
11543,2021-02-13,Sumatera Barat,81,1,61,19,28091,630,25575,1886,42013,5519245,131.37,0
11544,2021-02-13,Bengkulu,9,0,3,6,4703,144,4435,124,19919,1999539,100.38,0
11545,2021-02-13,Kalimantan Utara,139,0,0,139,8472,117,5458,2897,75468,648407,8.59,1
11546,2021-02-13,Nusa Tenggara Timur,235,6,71,158,7020,178,3825,3017,48718,5411321,111.07,1
11547,2021-02-13,Jawa Tengah,761,116,537,108,141827,5924,91017,44886,32801,36364072,1108.64,1
11548,2021-02-13,Papua,55,1,7,47,16098,204,8776,7118,319036,4340348,13.6,0
11549,2021-02-13,Sulawesi Selatan,376,11,467,-102,52123,790,46900,4433,46717,9426885,201.78,0
11550,2021-02-13,Sumatera Selatan,57,2,80,-25,15084,715,12547,1822,91592,8217551,89.72,1
11551,2021-02-13,Kalimantan Timur,315,10,485,-180,48845,1154,39322,8369,129067,3552191,27.52,0
11552,2021-02-13,Maluku,74,3,24,47,6714,102,5676,936,46914,1847097,39.37,0
11553,2021-02-13,Jawa Barat,1928,6,2547,-625,179648,2508,149440,27700,35378,45161325,1276.55,1
11554,2021-02-13,Riau,47,2,104,-59,30075,722,28346,1007,87024,6074100,69.8,0
11555,2021-02-13,Lampung,75,6,215,-146,11368,599,9056,1713,34624,9095591,262.7,0
11556,2021-02-13,Banten,114,9,382,-277,27064,797,26750,-483,9663,10722374,1109.64,0
11557,2021-02-13,Jawa Timur,558,34,491,33,121814,8641,106025,7148,47803,40479023,846.78,0
11558,2021-02-14,Kalimantan Selatan,97,5,92,0,19693,682,17341,1670,38744,4023049,103.84,0
11559,2021-02-14,Sumatera Utara,126,4,107,15,22865,781,19617,2467,72981,14874889,203.82,0
11560,2021-02-14,Kalimantan Barat,19,0,16,3,4262,32,3892,338,147307,5422814,36.81,1
11561,2021-02-14,Jambi,34,0,22,12,5058,69,3687,1302,50058,3493357,69.79,1
11562,2021-02-14,Papua Barat,24,7,15,2,7001,119,6400,482,102955,1140701,11.08,1
11563,2021-02-14,DKI Jakarta,2497,48,3977,-1528,315541,4920,293446,17175,664,10846145,16334.31,0
11564,2021-02-14,Sulawesi Selatan,355,12,261,82,52478,802,47161,4515,46717,9426885,201.78,0
11565,2021-02-14,Gorontalo,19,0,11,8,4593,123,4202,268,11257,1180651,104.88,1
11566,2021-02-14,Bengkulu,18,0,9,9,4721,144,4444,133,19919,1999539,100.38,1
11567,2021-02-14,Sumatera Barat,77,0,116,-39,28168,630,25691,1847,42013,5519245,131.37,0
11568,2021-02-14,Lampung,89,1,97,-9,11457,600,9153,1704,34624,9095591,262.7,1
11569,2021-02-14,Kalimantan Timur,330,16,500,-186,49175,1170,39822,8183,129067,3552191,27.52,1
11570,2021-02-14,Nusa Tenggara Barat,13,1,75,-63,8098,329,6552,1217,18572,5270247,283.77,0
11571,2021-02-14,Kepulauan Bangka Belitung,130,0,74,56,6087,97,5153,837,16424,1379767,84.01,0
11572,2021-02-14,Sulawesi Tengah,57,3,107,-53,9266,230,6690,2346,61841,2955567,47.79,0
11573,2021-02-14,Sulawesi Barat,7,2,113,-108,4869,92,2899,1878,16787,1559984,92.93,0
11574,2021-02-14,Sumatera Selatan,66,6,120,-60,15150,721,12667,1762,91592,8217551,89.72,1
11575,2021-02-14,Riau,67,1,88,-22,30142,723,28434,985,87024,6074100,69.8,1
11576,2021-02-14,Maluku,33,0,157,-124,6747,102,5833,812,46914,1847097,39.37,0
11577,2021-02-14,Banten,74,7,179,-112,27138,804,26929,-595,9663,10722374,1109.64,0
11578,2021-02-14,Jawa Barat,1052,9,1885,-842,180700,2517,151325,26858,35378,45161325,1276.55,0
11579,2021-02-14,Jawa Timur,516,38,397,81,122330,8679,106422,7229,47803,40479023,846.78,0
11580,2021-02-14,Nusa Tenggara Timur,252,5,72,175,7272,183,3897,3192,48718,5411321,111.07,1
11581,2021-02-14,Kalimantan Utara,79,0,0,79,8551,117,5458,2976,75468,648407,8.59,0
11583,2021-02-14,Papua,15,0,13,2,16113,204,8789,7120,319036,4340348,13.6,0
11584,2021-02-14,Sulawesi Tenggara,15,2,7,6,9839,190,8874,775,38068,2635461,69.23,1
11585,2021-02-14,Maluku Utara,22,0,10,12,3869,110,3060,699,31983,1307803,40.89,0
11586,2021-02-14,Sulawesi Utara,56,2,79,-25,14514,487,10837,3190,13892,2641884,190.17,0
11587,2021-02-14,Aceh,4,0,0,4,9403,382,7753,1268,57956,5247257,90.54,1
11588,2021-02-14,Bali,139,6,196,-63,30273,800,26341,3132,5780,4216171,729.43,0
11589,2021-02-14,Kalimantan Tengah,36,0,101,-65,12764,310,11380,1074,153565,2570289,16.74,0
11590,2021-02-14,Jawa Tengah,478,71,49,358,142305,5995,91066,45244,32801,36364072,1108.64,0
11591,2021-02-14,Kepulauan Riau,33,0,17,16,8492,209,7900,383,8202,1929400,235.24,1
11592,2021-02-14,Daerah Istimewa Yogyakarta,108,9,247,-148,25033,596,18707,5730,3133,3631015,1158.9,0
11593,2021-02-15,Banten,179,5,258,-84,27317,809,27187,-679,9663,10722374,1109.64,1
11594,2021-02-15,Daerah Istimewa Yogyakarta,135,5,139,-9,25168,601,18846,5721,3133,3631015,1158.9,1
11595,2021-02-15,Kalimantan Tengah,41,0,0,41,12805,310,11380,1115,153565,2570289,16.74,1
11596,2021-02-15,Maluku,0,0,39,-39,6747,102,5872,773,46914,1847097,39.37,0
11597,2021-02-15,Sumatera Selatan,51,1,102,-52,15201,722,12769,1710,91592,8217551,89.72,0
11598,2021-02-15,Sulawesi Utara,97,0,166,-69,14611,487,11003,3121,13892,2641884,190.17,1
11599,2021-02-15,Jambi,9,0,16,-7,5067,69,3703,1295,50058,3493357,69.79,0
11600,2021-02-15,Gorontalo,19,1,10,8,4612,124,4212,276,11257,1180651,104.88,1
11601,2021-02-15,Sulawesi Tenggara,8,0,8,0,9847,190,8882,775,38068,2635461,69.23,0
11602,2021-02-15,Sulawesi Selatan,160,0,278,-118,52638,802,47439,4397,46717,9426885,201.78,0
11603,2021-02-15,Kalimantan Selatan,146,0,21,125,19839,682,17362,1795,38744,4023049,103.84,1
11604,2021-02-15,Jawa Tengah,880,40,226,614,143185,6035,91292,45858,32801,36364072,1108.64,1
11605,2021-02-15,Bengkulu,5,0,15,-10,4726,144,4459,123,19919,1999539,100.38,0
11607,2021-02-15,Sumatera Utara,134,5,116,13,22999,786,19733,2480,72981,14874889,203.82,1
11608,2021-02-15,Papua Barat,27,0,7,20,7028,119,6407,502,102955,1140701,11.08,1
11609,2021-02-15,Sulawesi Tengah,49,2,47,0,9315,232,6737,2346,61841,2955567,47.79,0
11610,2021-02-15,Maluku Utara,9,0,53,-44,3878,110,3113,655,31983,1307803,40.89,0
11611,2021-02-15,DKI Jakarta,1879,42,2081,-244,317420,4962,295527,16931,664,10846145,16334.31,0
11612,2021-02-15,Aceh,0,0,0,0,9403,382,7753,1268,57956,5247257,90.54,0
11613,2021-02-15,Kepulauan Riau,8,0,1,7,8500,209,7901,390,8202,1929400,235.24,0
11614,2021-02-15,Bali,274,9,279,-14,30547,809,26620,3118,5780,4216171,729.43,1
11615,2021-02-15,Kalimantan Barat,0,0,0,0,4262,32,3892,338,147307,5422814,36.81,0
11616,2021-02-15,Kalimantan Timur,362,7,483,-128,49537,1177,40305,8055,129067,3552191,27.52,1
11617,2021-02-15,Nusa Tenggara Timur,115,3,355,-243,7387,186,4252,2949,48718,5411321,111.07,0
11618,2021-02-15,Papua,17,0,12,5,16130,204,8801,7125,319036,4340348,13.6,1
11619,2021-02-15,Kalimantan Utara,185,6,63,116,8736,123,5521,3092,75468,648407,8.59,1
11620,2021-02-15,Sumatera Barat,14,4,46,-36,28182,634,25737,1811,42013,5519245,131.37,0
11621,2021-02-15,Jawa Timur,430,36,469,-75,122760,8715,106891,7154,47803,40479023,846.78,0
11622,2021-02-15,Lampung,68,1,94,-27,11525,601,9247,1677,34624,9095591,262.7,0
11623,2021-02-15,Jawa Barat,1016,16,1178,-178,181716,2533,152503,26680,35378,45161325,1276.55,0
11624,2021-02-15,Riau,56,2,51,3,30198,725,28485,988,87024,6074100,69.8,0
11625,2021-02-15,Nusa Tenggara Barat,3,0,11,-8,8101,329,6563,1209,18572,5270247,283.77,0
11626,2021-02-15,Sulawesi Barat,14,0,12,2,4883,92,2911,1880,16787,1559984,92.93,1
11627,2021-02-15,Kepulauan Bangka Belitung,138,0,122,16,6225,97,5275,853,16424,1379767,84.01,1
11628,2021-02-16,Jambi,24,0,0,24,5091,69,3703,1319,50058,3493357,69.79,1
11629,2021-02-16,Lampung,78,1,35,42,11603,602,9282,1719,34624,9095591,262.7,1
11630,2021-02-16,Kepulauan Riau,14,0,7,7,8514,209,7908,397,8202,1929400,235.24,1
11631,2021-02-16,Aceh,0,0,0,0,9403,382,7753,1268,57956,5247257,90.54,0
11632,2021-02-16,Kalimantan Tengah,50,0,89,-39,12855,310,11469,1076,153565,2570289,16.74,1
11633,2021-02-16,Sumatera Selatan,52,0,17,35,15253,722,12786,1745,91592,8217551,89.72,1
11634,2021-02-16,Banten,351,11,245,95,27668,820,27432,-584,9663,10722374,1109.64,1
11635,2021-02-16,Sulawesi Selatan,319,4,339,-24,52957,806,47778,4373,46717,9426885,201.78,1
11636,2021-02-16,Bengkulu,17,0,0,17,4743,144,4459,140,19919,1999539,100.38,1
11637,2021-02-16,Kalimantan Selatan,139,0,52,87,19978,682,17414,1882,38744,4023049,103.84,0
11638,2021-02-16,Nusa Tenggara Barat,57,0,12,45,8158,329,6575,1254,18572,5270247,283.77,1
11639,2021-02-16,Gorontalo,22,0,3,19,4634,124,4215,295,11257,1180651,104.88,1
11640,2021-02-16,Kalimantan Barat,37,0,0,37,4299,32,3892,375,147307,5422814,36.81,0
11641,2021-02-16,Daerah Istimewa Yogyakarta,165,5,262,-102,25333,606,19108,5619,3133,3631015,1158.9,1
11642,2021-02-16,Papua Barat,8,0,0,8,7036,119,6407,510,102955,1140701,11.08,0
11643,2021-02-16,Sulawesi Utara,17,0,43,-26,14628,487,11046,3095,13892,2641884,190.17,0
11644,2021-02-16,DKI Jakarta,1861,62,1579,220,319281,5024,297106,17151,664,10846145,16334.31,0
11645,2021-02-16,Jawa Timur,476,17,289,170,123236,8732,107180,7324,47803,40479023,846.78,1
11646,2021-02-16,Maluku Utara,8,0,0,8,3886,110,3113,663,31983,1307803,40.89,0
11647,2021-02-16,Maluku,22,1,0,21,6769,103,5872,794,46914,1847097,39.37,0
11649,2021-02-16,Sumatera Utara,109,3,70,36,23108,789,19803,2516,72981,14874889,203.82,0
11650,2021-02-16,Kalimantan Timur,322,2,208,112,49859,1179,40513,8167,129067,3552191,27.52,0
11651,2021-02-16,Sulawesi Barat,38,1,30,7,4921,93,2941,1887,16787,1559984,92.93,1
11652,2021-02-16,Riau,80,4,72,4,30278,729,28557,992,87024,6074100,69.8,1
11653,2021-02-16,Jawa Barat,3756,14,2014,1728,185472,2547,154517,28408,35378,45161325,1276.55,1
11654,2021-02-16,Nusa Tenggara Timur,130,1,298,-169,7517,187,4550,2780,48718,5411321,111.07,1
11655,2021-02-16,Kalimantan Utara,75,0,0,75,8811,123,5521,3167,75468,648407,8.59,0
11656,2021-02-16,Kepulauan Bangka Belitung,54,0,12,42,6279,97,5287,895,16424,1379767,84.01,0
11657,2021-02-16,Sulawesi Tenggara,11,0,8,3,9858,190,8890,778,38068,2635461,69.23,1
11658,2021-02-16,Sumatera Barat,54,0,0,54,28236,634,25737,1865,42013,5519245,131.37,1
11659,2021-02-16,Papua,2,0,13,-11,16132,204,8814,7114,319036,4340348,13.6,0
11660,2021-02-16,Jawa Tengah,1103,38,14,1051,144288,6073,91306,46909,32801,36364072,1108.64,1
11661,2021-02-16,Bali,274,11,301,-38,30821,820,26921,3080,5780,4216171,729.43,1
11662,2021-02-16,Sulawesi Tengah,31,0,16,15,9346,232,6753,2361,61841,2955567,47.79,0
11663,2021-02-17,Jawa Tengah,868,6,60,802,145156,6079,91366,47711,32801,36364072,1108.64,0
11664,2021-02-17,Kepulauan Riau,13,1,3,9,8527,210,7911,406,8202,1929400,235.24,0
11665,2021-02-17,Banten,335,4,223,108,28003,824,27655,-476,9663,10722374,1109.64,0
11666,2021-02-17,Sulawesi Utara,4,0,16,-12,14632,487,11062,3083,13892,2641884,190.17,0
11667,2021-02-17,DKI Jakarta,1446,31,2591,-1176,320727,5055,299697,15975,664,10846145,16334.31,0
11668,2021-02-17,Jawa Timur,579,14,272,293,123815,8746,107452,7617,47803,40479023,846.78,1
11669,2021-02-17,Maluku,5,0,65,-60,6774,103,5937,734,46914,1847097,39.37,0
11670,2021-02-17,Sulawesi Tenggara,14,0,25,-11,9872,190,8915,767,38068,2635461,69.23,1
11672,2021-02-17,Sumatera Utara,128,5,174,-51,23236,794,19977,2465,72981,14874889,203.82,1
11673,2021-02-17,Lampung,75,0,44,31,11678,602,9326,1750,34624,9095591,262.7,0
11674,2021-02-17,Sulawesi Selatan,116,5,466,-355,53073,811,48244,4018,46717,9426885,201.78,0
11675,2021-02-17,Papua,8,0,225,-217,16140,204,9039,6897,319036,4340348,13.6,1
11676,2021-02-17,Sulawesi Barat,73,1,36,36,4994,94,2977,1923,16787,1559984,92.93,1
11677,2021-02-17,Riau,22,1,57,-36,30300,730,28614,956,87024,6074100,69.8,0
11678,2021-02-17,Sulawesi Tengah,44,0,38,6,9390,232,6791,2367,61841,2955567,47.79,1
11679,2021-02-17,Jawa Barat,4507,3,2692,1812,189979,2550,157209,30220,35378,45161325,1276.55,1
11680,2021-02-17,Nusa Tenggara Timur,103,3,90,10,7620,190,4640,2790,48718,5411321,111.07,0
11681,2021-02-17,Bali,374,11,232,131,31195,831,27153,3211,5780,4216171,729.43,1
11682,2021-02-17,Kalimantan Utara,60,1,11,48,8871,124,5532,3215,75468,648407,8.59,0
11683,2021-02-17,Kepulauan Bangka Belitung,116,0,19,97,6395,97,5306,992,16424,1379767,84.01,1
11684,2021-02-17,Kalimantan Timur,452,10,253,189,50311,1189,40766,8356,129067,3552191,27.52,1
11685,2021-02-17,Papua Barat,48,0,7,41,7084,119,6414,551,102955,1140701,11.08,1
11686,2021-02-17,Bengkulu,9,0,0,9,4752,144,4459,149,19919,1999539,100.38,0
11687,2021-02-17,Kalimantan Selatan,151,1,8,142,20129,683,17422,2024,38744,4023049,103.84,1
11688,2021-02-17,Sumatera Barat,71,0,27,44,28307,634,25764,1909,42013,5519245,131.37,1
11689,2021-02-17,Daerah Istimewa Yogyakarta,229,3,227,-1,25562,609,19335,5618,3133,3631015,1158.9,1
11690,2021-02-17,Nusa Tenggara Barat,61,0,18,43,8219,329,6593,1297,18572,5270247,283.77,1
11691,2021-02-17,Kalimantan Barat,26,0,0,26,4325,32,3892,401,147307,5422814,36.81,0
11692,2021-02-17,Jambi,22,0,3,19,5113,69,3706,1338,50058,3493357,69.79,0
11693,2021-02-17,Maluku Utara,22,0,0,22,3908,110,3113,685,31983,1307803,40.89,1
11694,2021-02-17,Gorontalo,4,0,3,1,4638,124,4218,296,11257,1180651,104.88,0
11695,2021-02-17,Kalimantan Tengah,32,0,61,-29,12887,310,11530,1047,153565,2570289,16.74,0
11696,2021-02-17,Aceh,0,0,0,0,9403,382,7753,1268,57956,5247257,90.54,0
11697,2021-02-17,Sumatera Selatan,55,0,18,37,15308,722,12804,1782,91592,8217551,89.72,1
11698,2021-02-18,Sulawesi Barat,31,0,39,-8,5025,94,3016,1915,16787,1559984,92.93,0
11700,2021-02-18,Kalimantan Barat,32,0,11,21,4357,32,3903,422,147307,5422814,36.81,1
11701,2021-02-18,Sumatera Barat,112,1,49,62,28419,635,25813,1971,42013,5519245,131.37,1
11702,2021-02-18,Kalimantan Selatan,120,0,109,11,20249,683,17531,2035,38744,4023049,103.84,0
11703,2021-02-18,Kalimantan Timur,517,11,491,15,50828,1200,41257,8371,129067,3552191,27.52,1
11704,2021-02-18,Riau,109,2,111,-4,30409,732,28725,952,87024,6074100,69.8,1
11705,2021-02-18,Aceh,32,0,5,27,9435,382,7758,1295,57956,5247257,90.54,0
11706,2021-02-18,Sumatera Selatan,44,2,55,-13,15352,724,12859,1769,91592,8217551,89.72,0
11707,2021-02-18,Nusa Tenggara Timur,224,2,197,25,7844,192,4837,2815,48718,5411321,111.07,1
11708,2021-02-18,Jawa Barat,2875,9,3350,-484,192854,2559,160559,29736,35378,45161325,1276.55,0
11709,2021-02-18,Maluku Utara,4,1,29,-26,3912,111,3142,659,31983,1307803,40.89,0
11710,2021-02-18,Kalimantan Utara,120,0,1,119,8991,124,5533,3334,75468,648407,8.59,1
11711,2021-02-18,Bali,306,12,416,-122,31501,843,27569,3089,5780,4216171,729.43,0
11712,2021-02-18,Kepulauan Bangka Belitung,127,5,247,-125,6522,102,5553,867,16424,1379767,84.01,1
11713,2021-02-18,Papua,33,0,8,25,16173,204,9047,6922,319036,4340348,13.6,1
11714,2021-02-18,Sulawesi Tengah,93,5,132,-44,9483,237,6923,2323,61841,2955567,47.79,1
